"country","year","disease_name","disease_category","prevalence_rate","incidence_rate","mortality_rate","age_group","gender","population_affected","healthcare_access","doctors_per_1000","hospital_beds_per_1000","treatment_type","average_treatment_cost_usd","availability_of_vaccines_treatment","recovery_rate","dal_ys","improvement_in_5_years","per_capita_income_usd","education_index","urbanization_rate"
"Brazil",2023,"Diabetes","Parasitic",14.17,7.82,6.96,"Adult","Female",199962,56.62,3.67,3.72,"Vaccination",16252,"Yes",67.87,3370,8.48,27003,0.81,71.84
"USA",2023,"Hypertension","Respiratory",6.46,14.73,0.98,"Adult","Other",486922,76.12,4.75,0.89,"Medication",39162,"No",93.79,3397,3.97,711,0.77,29.26
"Italy",2020,"Tuberculosis","Genetic",8.06,10.82,5.79,"Young Adult","Female",864065,72.09,4.59,4.2,"Vaccination",47860,"No",54.45,4767,5.19,68502,0.63,43.75
"Russia",2021,"Dengue","Neurological",2.81,13.28,0.77,"Young Adult","Other",834721,55.38,4.41,0.96,"Therapy",41245,"No",87.92,1249,6.06,55818,0.9,63.77
"Turkey",2021,"COVID-19","Genetic",18.18,2.12,1.31,"Child","Male",922291,68.17,3.03,8.8,"Therapy",36732,"Yes",87.96,3898,9.96,92838,0.5,85.07
"China",2020,"Cholera","Genetic",9.62,9.7,2.3,"Adult","Male",958541,95.9,4.02,4.14,"Vaccination",34059,"No",53.89,4495,4.56,58223,0.44,20.45
"Germany",2024,"Alzheimer's Disease","Autoimmune",13.63,6.98,6.66,"Senior","Other",552504,83.82,0.74,1.31,"Vaccination",49919,"No",98.62,3533,2.73,53247,0.55,36.13
"South Korea",2021,"COVID-19","Neurological",12.27,0.69,4.96,"Child","Female",675496,84.26,3.27,5.71,"Therapy",9197,"Yes",64.54,1892,2.28,44268,0.62,54.96
"Argentina",2024,"Diabetes","Parasitic",18.7,10.57,6.66,"Young Adult","Female",852243,90.08,2.02,8,"Medication",3489,"Yes",82.46,1325,1.44,62389,0.01,36.1
"Italy",2022,"Malaria","Neurological",7.04,7.44,1.03,"Young Adult","Female",245700,67.4,2.85,3.78,"Therapy",44662,"No",65.91,4825,9.22,38688,0.47,27.97
"Indonesia",2020,"Cholera","Bacterial",19.51,14.12,7.45,"Child","Female",123648,95.23,2.42,3.82,"Vaccination",28956,"No",83.82,1151,8.62,55356,0.61,63.09
"UK",2020,"Cholera","Respiratory",5.44,1.21,2.66,"Senior","Female",495789,89.79,2.42,6.93,"Vaccination",1901,"Yes",82.06,4247,0.87,43299,0.85,70.35
"Nigeria",2024,"COVID-19","Genetic",14.55,5.33,1.05,"Child","Male",662177,89.69,1.02,5.24,"Therapy",43374,"Yes",52.35,2294,8.08,16693,0.62,75.43
"Argentina",2023,"Leprosy","Viral",9.12,6.28,7.75,"Young Adult","Other",28519,97.44,3.16,9.8,"Medication",638,"Yes",69.51,1697,4.47,12313,0.82,80.37
"Mexico",2021,"Diabetes","Cardiovascular",19.22,4.66,2.82,"Child","Other",644025,66.06,2.78,9.32,"Medication",33738,"No",80.32,4950,4.7,19265,0.73,73.49
"China",2024,"Measles","Respiratory",17.28,0.77,8.09,"Young Adult","Male",544533,83.91,0.91,5.29,"Vaccination",29155,"No",94.58,91,6.81,51363,0.84,62.57
"UK",2024,"Alzheimer's Disease","Parasitic",8.92,10.49,2.94,"Adult","Other",133495,64.56,3.51,9.11,"Vaccination",12474,"Yes",73.83,3927,9.03,75105,0.54,85.82
"Japan",2022,"Cholera","Respiratory",10.14,9.7,9.86,"Adult","Male",95951,97.16,2.37,6.61,"Surgery",41986,"Yes",71.37,2313,3.76,31159,0.72,62.02
"South Africa",2024,"Influenza","Infectious",15.72,0.54,3.1,"Adult","Female",298705,60.6,2.7,6.06,"Medication",47435,"No",88.24,3954,5.81,9259,0.58,56.75
"India",2021,"Cholera","Chronic",9.89,10.8,4.78,"Young Adult","Male",710401,95.46,2.68,1.09,"Surgery",44692,"No",55.97,4284,5.2,20736,0.58,58.8
"Saudi Arabia",2021,"Hepatitis","Cardiovascular",12.06,1.45,6.85,"Adult","Male",936119,50.75,1.36,7.26,"Medication",21434,"No",88.76,1825,7.62,92010,0.67,60.92
"Nigeria",2024,"HIV/AIDS","Respiratory",14.81,12.66,2.13,"Senior","Other",292712,82.59,1.66,9.63,"Therapy",22817,"Yes",95.64,4166,4.01,94441,0.73,52.26
"Germany",2024,"Alzheimer's Disease","Parasitic",19.25,11.4,9.28,"Child","Other",586400,52.93,3.01,2.41,"Therapy",34342,"Yes",69.6,20,8.38,78850,0.54,49.15
"UK",2022,"Malaria","Cardiovascular",2.34,13.45,5.98,"Senior","Other",605520,52.16,2.12,8.95,"Therapy",22338,"No",81.34,4331,9.79,74694,0.44,70.37
"Mexico",2021,"Cancer","Parasitic",10.02,0.27,5.39,"Child","Male",948460,67.67,3.07,2.2,"Therapy",41909,"No",60.52,4502,3.47,28295,0.78,86.7
"Indonesia",2020,"COVID-19","Neurological",16.18,9.31,3.48,"Adult","Male",700656,55.19,3.47,7.98,"Therapy",28813,"Yes",54.15,4967,8.5,66784,0.62,75
"Saudi Arabia",2022,"Ebola","Respiratory",0.21,6.77,6.21,"Child","Female",558385,61.33,2.67,6.9,"Surgery",26899,"No",84.87,1849,8.22,52903,0.6,83.65
"UK",2022,"Cancer","Metabolic",4.36,7.5,6.01,"Child","Female",124688,95.03,3.72,9.15,"Vaccination",30195,"No",82.86,783,6.2,83884,0.53,23.42
"Germany",2022,"Leprosy","Autoimmune",5.71,11.48,8.68,"Adult","Female",302391,79.86,1.31,4.23,"Medication",18698,"Yes",67.34,2890,8.38,88071,0.68,35.54
"South Africa",2023,"Diabetes","Parasitic",1.05,1.06,1.37,"Senior","Other",919329,55.76,2.33,6.47,"Surgery",49911,"No",89.49,2430,3.6,83547,0.43,28.3
"UK",2022,"COVID-19","Metabolic",0.91,7.43,2.81,"Young Adult","Male",22288,58.59,3.08,5.29,"Medication",14329,"No",74.73,3739,6.25,534,0.5,49.83
"Nigeria",2021,"Malaria","Cardiovascular",2.19,4.91,2.55,"Senior","Other",587442,90.59,3.24,7.97,"Medication",29133,"No",71.04,1307,1.7,71716,0.77,64.85
"Japan",2024,"Cholera","Infectious",7.2,0.72,1.04,"Senior","Male",566054,62.09,3.06,7.77,"Vaccination",32232,"Yes",90.47,1199,3.32,96233,0.6,82.3
"China",2024,"Zika","Infectious",4.06,1.46,2.45,"Young Adult","Other",642924,56.31,1.69,5.22,"Surgery",41966,"No",74.35,614,0.71,73341,0.7,78.41
"France",2023,"Cholera","Bacterial",16.21,11.84,6.86,"Senior","Male",109903,53.73,0.94,5.53,"Therapy",21290,"No",68.07,3059,8.88,48234,0.47,68.51
"Indonesia",2021,"Hypertension","Metabolic",12.51,10.72,2.55,"Child","Male",88373,83.4,2.48,0.83,"Surgery",5230,"Yes",61.31,266,9.61,21271,0.43,28.22
"South Africa",2022,"HIV/AIDS","Genetic",12.88,4.05,1.01,"Child","Other",301095,52.94,4.24,2.36,"Surgery",21519,"No",97.62,881,1.44,77271,0.5,78.28
"Saudi Arabia",2021,"Cancer","Bacterial",8.62,6.64,3.33,"Senior","Female",518124,75.4542023346304,2.28,3,"Vaccination",24879,"Yes",60.45,1905,5.02,43142,0.69,61.24
"Turkey",2021,"Polio","Viral",6.68,8.53,0.2,"Young Adult","Other",371024,55.91,2.72,8.41,"Medication",27587,"No",71.68,2550,3.49,3023,0.85,84.13
"Canada",2020,"Polio","Respiratory",7.63,13.56,7.67,"Young Adult","Male",897632,76.16,2.28,6.24,"Vaccination",30571,"Yes",71.21,42,9.33,87136,0.77,47.41
"Germany",2021,"HIV/AIDS","Genetic",7.44,11.64,3.24,"Child","Other",1422,71.63,4.44,5.79,"Therapy",7177,"No",71.53,1051,0.06,99617,0.71,86.02
"China",2024,"Dengue","Autoimmune",16.9,7.99,6.9,"Senior","Other",852077,93.29,4.99,6,"Surgery",39914,"No",79.84,1172,9.16,12305,0.63,86.35
"Turkey",2021,"Hypertension","Genetic",2.57,12.95,4.18,"Senior","Female",679816,50.82,4.22,7.72,"Medication",42018,"No",58.28,2009,1.74,39043,0.45,23.93
"Japan",2024,"Tuberculosis","Respiratory",12.21,2.13,0.94,"Senior","Other",1388,57.22,1.94,1.23,"Surgery",45176,"No",67.06,1874,1.18,65567,0.54,89.68
"Germany",2022,"HIV/AIDS","Genetic",6.66,5.47,4.89,"Senior","Male",148260,74.4015217391304,1.9,8.81,"Therapy",35803,"No",59.45,2904,6.3,29748,0.5,75.49
"France",2022,"Cancer","Autoimmune",1.42,0.16,1.31,"Child","Other",576473,72.97,0.92,6.41,"Medication",8000,"No",96.93,919,8.82,38184,0.67,22.28
"France",2020,"Asthma","Bacterial",17.47,9.16,8.94,"Child","Male",959127,75.0097594501718,1.07,4.93,"Therapy",7281,"No",75.52,2766,2.29,15240,0.41,38.46
"Indonesia",2024,"Asthma","Infectious",16.08,12.5,0.24,"Senior","Other",239324,90.33,0.75,6.61,"Vaccination",40567,"Yes",98.98,66,1.74,45956,0.72,50.07
"Russia",2024,"Tuberculosis","Viral",6.46,4.6,1.74,"Young Adult","Male",154476,93.53,0.64,6.5,"Therapy",33710,"Yes",76.51,3919,0.98,84485,0.79,45.76
"India",2020,"Dengue","Bacterial",15.56,14.34,6.82,"Child","Male",527015,60.99,1.55,6.01,"Vaccination",49352,"Yes",54.34,337,0.6,96550,0.85,20.56
"Germany",2021,"Leprosy","Viral",3.23,3.74,1.14,"Adult","Male",15543,65.75,1.25,7.42,"Medication",20197,"Yes",85.33,204,1.25,41515,0.85,86.31
"Nigeria",2022,"Measles","Cardiovascular",12.5,13.6,8.46,"Senior","Male",817134,97.37,3,0.79,"Therapy",40605,"Yes",50.39,2966,1.8,54357,0.81,20.76
"Nigeria",2023,"Cholera","Cardiovascular",9.91,2.7,7.73,"Adult","Female",136994,64.54,0.69,9.13,"Vaccination",34693,"Yes",56.48,1067,9.31,81909,0.63,46.97
"Germany",2023,"Diabetes","Infectious",14,1.47,8.08,"Young Adult","Female",263569,81.35,1.31,5.99,"Therapy",4880,"Yes",79.02,1902,5.87,79579,0.53,36.85
"Nigeria",2021,"Malaria","Infectious",12.65,14.65,2.92,"Young Adult","Male",141770,55.37,3.5,1.44,"Medication",25460,"Yes",81.68,4584,6.34,43816,0.86,73.56
"UK",2023,"Hepatitis","Parasitic",0.72,8.89,2.84,"Senior","Female",370599,89.26,2.47,9.56,"Vaccination",8295,"No",77.88,4705,9.39,21278,0.41,35.41
"Russia",2020,"Ebola","Bacterial",12.21,5.83,8.76,"Adult","Other",300040,60.59,2.34,9.25,"Surgery",49006,"Yes",62.43,168,3.05,43094,0.86,41.82
"India",2020,"Parkinson's Disease","Genetic",19.34,9.54,3.12,"Senior","Female",256499,50.96,3.56,4.19,"Therapy",19536,"Yes",83.04,4549,7.79,82651,0.72,120
"Mexico",2024,"Hepatitis","Metabolic",5.04,0.97,4.72,"Adult","Other",525951,82.01,4.32,6.94,"Medication",11255,"Yes",56.19,1975,7.27,35052,0.74,86.67
"UK",2020,"Leprosy","Infectious",5.4,9.61,4.89,"Child","Male",957685,54.92,4.75,5.18,"Surgery",48309,"Yes",52.5,3094,8.77,89926,0.57,30.05
"China",2023,"Parkinson's Disease","Neurological",10.905,13.06,1.95,"Child","Male",988179,66.62,2.86,5.25,"Therapy",37176,"Yes",68.76,3875,2.53,61913,0.74,67.83
"Brazil",2021,"Cancer","Viral",1.79,8.99,4.01,"Senior","Female",974598,91.69,3.07,3.76,"Surgery",10922,"No",65.78,3674,1.54,82410,0.61,82.3
"UK",2020,"Polio","Bacterial",17.78,4.53,0.67,"Child","Male",43406,65.46,3.98,7.72,"Therapy",70863.00736,"Yes",98.88,3478,8.19,30619,0.6,42.51
"Indonesia",2020,"Cancer","Infectious",4.13,10.38,1.62,"Child","Other",399526,85.47,3.74,9.43,"Therapy",49209,"Yes",59.94,828,1.23,66674,0.72,50.2
"Russia",2020,"Parkinson's Disease","Bacterial",3.97,14.42,6.6,"Child","Male",205194,65.6,2.35,5.17,"Therapy",42393,"No",73.51,29,3.73,7484,0.88,30.71
"China",2023,"Malaria","Genetic",11.63,1.55,2.38,"Senior","Male",688183,94.16,3.31,8.53,"Medication",25782,"No",67.38,754,5.67,61852,0.44,36.83
"Russia",2021,"Parkinson's Disease","Respiratory",18.34,11.46,9.3,"Senior","Other",9756,95.29,1.84,0.85,"Surgery",37201,"No",79.32,4999,7.8,42707,0.43,36.69
"Turkey",2021,"Cancer","Autoimmune",19.81,0.11,1.88,"Adult","Male",332598,84.36,2.24,7.87,"Surgery",18098,"Yes",83.26,2614,8.38,95945,0.82,21.61
"South Africa",2021,"Hepatitis","Metabolic",2.18,5,1.52,"Young Adult","Male",864824,75.23,1.71,1.77,"Medication",27867,"No",56.66,402,0.2,65676,0.68,59.38
"Canada",2022,"Polio","Neurological",18.52,10.3,7.29,"Young Adult","Male",158998,53.76,1.07,4.65,"Vaccination",20907,"Yes",84.87,3074,2.4,7111,0.58,29.55
"India",2020,"COVID-19","Chronic",17.03,7.58,1.16,"Child","Male",492221,57.19,0.99,1.42,"Medication",14435,"No",78.75,479,5.38,82474,0.75,80.62
"Turkey",2023,"Hypertension","Chronic",15.49,3.51,2.39,"Adult","Other",609287,75.12,1.08,5.88,"Medication",16017,"No",87.09,10,2.9,90819,0.78,61
"Italy",2023,"Asthma","Viral",2.61,6.35,7.72,"Young Adult","Female",422539,68.91,1.49,5.51,"Vaccination",31624,"Yes",75.51,4236,7.92,81822,0.55,79.96
"Saudi Arabia",2023,"Hypertension","Metabolic",14.72,13.9,3.28,"Adult","Female",28737,97.73,4.51,5.6,"Medication",24176,"No",85.19,783,3.9,8158,0.61,76.37
"Germany",2023,"Zika","Metabolic",18.34,2.49,9.61,"Young Adult","Female",686013,81.85,2.63,8.44,"Vaccination",17614,"Yes",55.75,1100,5.56,93542,0.77,65.72
"Australia",2023,"Hepatitis","Genetic",11.69,8.23,8.85,"Young Adult","Male",122159,89.87,2.53,7.43,"Vaccination",38196,"No",69.3,1502,0.14,85564,0.71,53.7
"Turkey",2020,"Hepatitis","Neurological",9.28,7.67,7.25,"Senior","Male",596916,67,1.7,2.23,"Surgery",33067,"No",95.85,3869,8.21,92803,0.52,34.93
"India",2022,"Tuberculosis","Parasitic",5.98,1.18,9.18,"Senior","Male",213117,51.76,1.73,4.89,"Therapy",33838,"No",73.45,3253,6.84,67757,0.63,66.67
"France",2020,"Cholera","Parasitic",17.71,8.23,9.02,"Young Adult","Female",316554,83.68,3.4,6.89,"Therapy",10004,"No",93.19,2610,2.1,68809,0.75,82.83
"Indonesia",2020,"Cancer","Parasitic",0.25,11.55,5.25,"Adult","Other",278454,52.07,3.32,8.06,"Vaccination",23527,"No",78.87,3380,9.45,99216,0.66,26.29
"UK",2024,"Alzheimer's Disease","Bacterial",6.38,9.33,9.91,"Young Adult","Female",256406,85.93,4.48,8.94,"Medication",30401,"Yes",84.99,3039,2.62,10970,0.66,66.48
"Indonesia",2023,"Zika","Metabolic",14.88,4.02,7.05,"Senior","Female",64321,88.13,2.60538461538462,0.85,"Therapy",47708.5,"No",60.89,4627,4.36,50044,0.77,21.2
"Indonesia",2024,"Cancer","Respiratory",18.83,6.75,1.1,"Senior","Male",531024,67.05,2.68,2.92,"Medication",35259,"Yes",94.84,1193,1.2,93560,0.49,48.4139583333333
"South Africa",2021,"Alzheimer's Disease","Autoimmune",18.07,7.28,2.17,"Senior","Male",475067,56.58,0.86,7.37,"Vaccination",46543,"No",91.52,4261,3.7,53752,0.66,25.75
"South Korea",2024,"Dengue","Bacterial",11.41,5.38,9.03,"Adult","Male",693629,92.25,0.75,4.94327272727273,"Therapy",20829,"No",96.81,1207,9.32,64540,0.52,83.75
"Germany",2023,"Influenza","Viral",2.48,9.83,8.24,"Young Adult","Female",993326,68.38,4.53,0.62,"Surgery",44446,"Yes",59.79,4193,6.1,56268,0.78,55.97
"UK",2023,"Hypertension","Genetic",14.74,8.3,9.92,"Adult","Male",784223,78.72,4,5.63,"Vaccination",37256,"Yes",92.46,976,5.16,52251,0.83,52.46
"Argentina",2020,"Asthma","Cardiovascular",3.61,8.06,3.365,"Young Adult","Other",232787,50.41,1.22,0.86,"Therapy",40100,"Yes",98.11,11,2.49,34170,0.72,39.94
"Indonesia",2023,"Polio","Chronic",13.75,7.64,0.55,"Child","Other",563912,73.16,2.77,2.71,"Medication",35175,"Yes",76.54,705,1.09,94947,0.78,55.34
"France",2021,"Asthma","Bacterial",2.79,6.9,7.66,"Senior","Male",451587,81.88,1.11,0.77,"Surgery",19408,"Yes",76.64,1682,8.14,63207,0.48,73.12
"Nigeria",2021,"Asthma","Autoimmune",7.32,6.42,6.44,"Young Adult","Female",331777,52.62,4.26,9.39,"Surgery",28831,"No",90.46,1620,2.04,72351,0.84,54.64
"Russia",2021,"Measles","Viral",13.9,11.8,4.12,"Adult","Female",247163,74.69,3.95,6.75,"Surgery",15169,"Yes",90.31,713,0.61,10309,0.76,80.65
"Canada",2022,"Polio","Bacterial",6.64,14.79,1.15,"Adult","Female",750579,57.22,0.87,5.43,"Medication",22712,"Yes",68.71,4404,1.05,1694,0.82,59.78
"Canada",2022,"Tuberculosis","Neurological",9.08,5.05,4.32,"Adult","Female",405362,62.87,0.8,9.31,"Medication",33926,"Yes",66.84,4392,5.48,12589,0.72,28.37
"France",2020,"Parkinson's Disease","Infectious",19.73,3.54,3.82,"Child","Male",687422,58.89,3.49,1.48,"Vaccination",39091,"Yes",78.25,1766,3.66,6357,0.53,43.95
"South Korea",2020,"Cholera","Bacterial",15.41,10.73,5.45,"Adult","Other",605891,52.83,1.4,9.76,"Therapy",46299,"No",81.04,1955,6.39,80341,0.84,81.74
"Nigeria",2024,"COVID-19","Neurological",8.12,8.98,6.24,"Child","Other",836388,53.9,0.61,1.3,"Surgery",39122,"Yes",63.76,4624,6.81,88687,0.7,22.25
"USA",2022,"Hypertension","Autoimmune",12.02,1.63,4.58,"Senior","Other",292264,59.2,3.55,8.72,"Therapy",34996,"Yes",85.61,1276,2.74,91956,0.61,80.51
"South Korea",2024,"COVID-19","Neurological",4.79,5.27,1.48,"Young Adult","Other",371229,79.09,1.58,4.94327272727273,"Surgery",41448,"Yes",95.2,2975,7.45,60565,0.74,35.88
"Japan",2020,"Dengue","Autoimmune",8.32,7.22,1.2,"Child","Female",796181,66.35,1.85,4.9,"Vaccination",46811,"Yes",51.87,2797,1.31,80402,0.44,71.62
"Nigeria",2022,"Dengue","Infectious",14.97,13.34,1.56,"Child","Other",300898,77.53,3.24,8.59,"Vaccination",3100,"Yes",59.47,3133,3.18,87437,0.64,70.6
"Brazil",2023,"Dengue","Neurological",4.08,14.66,9.17,"Child","Female",888152,86.77,4.91,5.4,"Medication",21552,"No",83.89,1654,9.28,78360,0.66,22.6
"France",2021,"Cancer","Viral",4.16,8.78,6.26,"Child","Female",29583,65.33,1.95,8.43,"Vaccination",26762,"No",72.88,4715,9.8,4764,0.58,54.74
"Germany",2020,"Tuberculosis","Cardiovascular",3.06,1.58,0.27,"Senior","Male",386166,74.4015217391304,4.7,2.43,"Surgery",24369,"No",61.72,1000,3.67,2960,0.58,47.41
"Indonesia",2022,"Ebola","Cardiovascular",12.64,12.81,6.64,"Senior","Female",868489,98.45,4.79,4.42,"Therapy",41088,"Yes",55.25,3414,9.46,763,0.84,77.67
"South Korea",2024,"Diabetes","Autoimmune",0.29,2.98,6.18,"Child","Male",125600,53.56,4.31,0.94,"Vaccination",3398,"Yes",53.76,3670,0.76,48159,0.53,46.48
"Japan",2021,"Hypertension","Viral",7.29,7.9,2.15,"Young Adult","Other",26987,64.87,3.81,4.08,"Medication",6064,"No",70.11,3650,8.14,75866,0.64,54.14
"Brazil",2024,"Tuberculosis","Metabolic",11.72,1.03,2.9,"Adult","Female",335053,83.09,1.71,1.82,"Therapy",16513,"Yes",77.52,3821,4.49,64600,0.61,26.25
"UK",2020,"Measles","Bacterial",10.47,11.63,3.45,"Senior","Other",440032,65.07,4.89,0.88,"Surgery",12951,"No",53.69,4340,2.61,66429,0.52,45.67
"USA",2024,"Leprosy","Metabolic",9.79,10.08,9.13,"Adult","Male",51502,78.18,3.73,4.99,"Vaccination",5811,"Yes",63.69,3637,1.82,21803,0.5,47.76
"Nigeria",2020,"Alzheimer's Disease","Genetic",7.22,2.7,9.46,"Adult","Female",963538,80.99,3.13,8.64,"Medication",35315,"No",65.19,214,2.15,54416,0.6,65.15
"Argentina",2023,"Malaria","Metabolic",1.46,3.96,5.43,"Young Adult","Male",468693,94.11,2.79,3.88,"Vaccination",15124,"No",68.72,3977,6.71,55429,0.66,58.15
"Indonesia",2023,"HIV/AIDS","Respiratory",3.16,13.27,6.59,"Senior","Other",141997,76.56,4.86,1.65,"Surgery",26606,"Yes",67.8,4663,4.5,37908,0.48,50.91
"France",2021,"Malaria","Metabolic",10.47,1.24,7.96,"Young Adult","Male",537335,72.24,0.94,0.58,"Medication",39629,"Yes",51.44,2009,5.35,86519,0.53,25.86
"South Africa",2021,"Hypertension","Chronic",11.275,11.16,4.47,"Child","Other",144610,52.43,2.44,5.72,"Medication",16714,"No",86.59,2293,6.55,81261,0.83,71.04
"India",2023,"Rabies","Bacterial",4.25,1.52,3.69,"Adult","Other",831446,64.75,2.63830188679245,4.43,"Surgery",25681,"No",52.76,2625,1.01,49061,0.57,39.58
"Australia",2021,"Asthma","Genetic",5.91,8.25,9.93,"Adult","Male",52745,66.28,3.4,4.23,"Surgery",222,"Yes",67.06,4235,7.02,79903,0.87,75.61
"Nigeria",2021,"Tuberculosis","Respiratory",16.53,0.69,5.14,"Senior","Male",203638,98.6,3.46,4.28,"Medication",5297,"No",52.1,2585,2.6,94215,0.9,35.97
"India",2020,"Leprosy","Infectious",17.48,1.71,4.19,"Child","Male",598473,88.32,4.85,8.47,"Therapy",41532,"No",72.23,1956,1.53,21199,0.77,26.84
"Australia",2023,"Parkinson's Disease","Viral",0.19,10.61,0.39,"Senior","Other",377860,75.83,4.71,5.51,"Surgery",15554,"Yes",78.23,2168,2.79,21070,0.53,83.96
"Canada",2024,"Tuberculosis","Autoimmune",4.93,12.24,7.09,"Child","Male",310907,91.42,3.01,2.18,"Therapy",48184,"No",55.62,3323,1.65,87526,0.73,22.12
"Mexico",2024,"Hypertension","Respiratory",11.88,3.61,1.22,"Young Adult","Female",999243,73.91,4.93,6.44,"Therapy",42653,"No",68.66,3709,8.64,75033,0.57,46.59
"Germany",2022,"Polio","Genetic",7.83,3.84,7.78,"Senior","Male",742042,50.9,2.9,1.2,"Therapy",31791,"Yes",82.55,550,8.21,48993,0.54,60.4
"Indonesia",2022,"Tuberculosis","Autoimmune",6.76,7.92,6.77,"Young Adult","Female",806644,92.56,3.19,5.85,"Medication",26115,"Yes",73.28,3853,7.74,56943,0.58,47.37
"Brazil",2022,"Diabetes","Autoimmune",18.7,14.07,3.29,"Senior","Female",725383,61.26,4.02,6.06,"Vaccination",41969,"Yes",65.23,727,5.7,76635,0.59,83.51
"Brazil",2024,"Diabetes","Viral",2.7,4.63,5.94,"Child","Other",312413,78.67,0.89,5.2,"Vaccination",622,"No",94.98,3667,5.92,69913,0.44,33.86
"Germany",2022,"Ebola","Autoimmune",5.85,14.87,5.56,"Child","Female",642126,72.52,3.8,8.08,"Vaccination",43543,"No",84.64,1507,9.88,38487,0.85,39.07
"Australia",2022,"Diabetes","Autoimmune",2.32,2.04,9.25,"Senior","Male",827550,75.28,2.39586206896552,3.74,"Surgery",40336,"Yes",56.01,4015,3.85,16112,0.74,89.71
"UK",2022,"Ebola","Viral",15.17,14.3,4.15,"Young Adult","Other",664344,87.35,2.7,5.99,"Vaccination",29292,"Yes",85.72,1211,2.63,94192,0.87,67.7
"Indonesia",2022,"Cancer","Neurological",1.95,0.52,5.65,"Adult","Female",110591,67.29,1.92,5.07,"Vaccination",28443,"Yes",56.19,839,7.96,69701,0.52,55.84
"Saudi Arabia",2022,"Alzheimer's Disease","Neurological",3.31,9.76,0.61,"Adult","Female",149471,86.31,1.09,3.68,"Vaccination",42891,"Yes",97.91,1768,2.27,86193,0.45,41.39
"Mexico",2020,"Diabetes","Parasitic",4.97,7.32,1.34,"Child","Male",795190,76.63,0.96,3.16,"Medication",3257,"No",73.22,30,1.79,63062,0.82,89.75
"India",2021,"Diabetes","Metabolic",9.59,10.42,8.56,"Adult","Other",412757,62.68,0.8,2.77,"Vaccination",11404,"Yes",67.07,265,3.07,59951,0.83,80.35
"Germany",2022,"Hepatitis","Bacterial",9.48,3.35,9.8,"Child","Male",148941,64.07,4.02,8.95,"Medication",35661,"Yes",81.3,3916,8.49,37361,0.51,67.21
"Brazil",2024,"Influenza","Bacterial",12.45,7.34,2.17,"Adult","Other",399790,76.25,4.71,5.15,"Therapy",2568,"Yes",84.59,1622,9.03,61913,0.75,70.17
"France",2024,"Hepatitis","Cardiovascular",16.33,5.01,3.05,"Young Adult","Other",544975,75.85,4.06,0.75,"Medication",29033,"No",57.09,3593,5.69,66419,0.48,61.25
"South Africa",2024,"Measles","Respiratory",17.3,7.28,2.88,"Child","Male",292350,87.96,1.68,1.87,"Surgery",15035,"No",65.55,3330,6.78,38951,0.81,71.79
"France",2022,"Malaria","Parasitic",1.71,11.28,0.98,"Young Adult","Female",755435,59.6,3.75,3.39,"Therapy",179,"Yes",77.66,3225,6.06,17474,0.65,82.45
"UK",2022,"Parkinson's Disease","Bacterial",17.46,11.48,5.81,"Adult","Other",869802,91.33,3.05,1.02,"Medication",9862,"Yes",65.08,4474,0.26,2060,0.65,83.53
"Canada",2022,"Hepatitis","Metabolic",15.3,13.52,2.93,"Senior","Other",744125,81.25,4.48,6.35,"Therapy",35715,"No",62.57,658,7.96,71524,0.75,75.14
"France",2020,"Zika","Metabolic",16.32,11.17,2.84,"Young Adult","Female",645941,62.23,2.05,6.98,"Vaccination",32109,"Yes",52.26,1864,2.69,48271,0.8,32.46
"Canada",2021,"Tuberculosis","Cardiovascular",17.78,11.28,0.38,"Adult","Other",830833,65.71,3.97,1.73,"Vaccination",34533,"Yes",74.56,3037,8.79,43084,0.78,41.23
"China",2024,"Measles","Respiratory",10.47,6.76,9.78,"Young Adult","Female",367057,81.99,1.69,3.08,"Medication",47989,"Yes",61.06,4993,1.84,26214,0.65,25.41
"South Africa",2020,"COVID-19","Chronic",19.12,10.6,0.13,"Adult","Male",966372,76.27,4.16,8.16,"Vaccination",41968,"Yes",78.71,4027,8.75,76676,0.65,87.85
"South Korea",2024,"Rabies","Metabolic",19.49,12.61,2.92,"Young Adult","Other",767031,90.34,2.74,4.34,"Therapy",13027,"Yes",81.85,75,3.5,61846,0.71,38.12
"China",2021,"Diabetes","Chronic",13.34,9.5,9.72,"Child","Other",783837,90.09,3.15,0.5,"Therapy",45586,"Yes",70.26,1882,1.41,62775,0.46,64.04
"South Korea",2021,"HIV/AIDS","Bacterial",8.24,0.65,1.33,"Young Adult","Other",558947,51.71,4.06,2.05,"Therapy",43400,"No",92.48,4201,1.04,66135,0.69,73
