"country","year","disease_name","disease_category","prevalence_rate","incidence_rate","mortality_rate","age_group","gender","population_affected","healthcare_access","doctors_per_1000","hospital_beds_per_1000","treatment_type","average_treatment_cost_usd","availability_of_vaccines_treatment","recovery_rate","dal_ys","improvement_in_5_years","per_capita_income_usd","education_index","urbanization_rate"
1,2020,10,7,18.08,8.05,5.37,1,1,349180,60.16,2.85,7.19,2,39651,1,91.12,292,7.66,84639,0.51,65.81
2,2021,6,8,8.19,10.32,4.92,3,0,470737,54.38,4.58,2.08,0,35739,0,58.05,1696,0.7,66668,0.65,24.23
6,2021,12,2,18.51,7.22,9.9,2,0,285810,52.31,3.59,4.41,1,21125,0,66.87,3959,3.28,96797,0.79,22.89
3,2023,10,9,20,1.01,4.21,0,0,796926,66.59,2.31,9.18,1,7804,0,75.32,2622,6.6,86765,0.81,46.76
2,2022,3,5,8.65,9.57,4.69,3,1,384634,80.17,2.46,6.19,2,39346,0,75.12,1257,9.6,50822,0.46,58.8
6,2021,5,1,12.75,8.41,8.25,0,1,891171,68.9,2.29,7.59,3,23730,0,86.97,1570,4.09,91311,0.78,22.1
3,2024,13,7,11.95,3.26,4.08,0,1,725937,96.67,2.54,2.36,0,43974,1,91.48,1543,1.44,18579,0.58,75.95
0,2022,2,4,12.99,5.91,8.66,3,0,509917,87.85,2.45,6.21,1,33071,1,68.96,4242,0.87,95524,0.75,50.84
4,2023,17,1,9.17,1.06,7.3,3,1,31119,73.13,2.98,4.57,2,48607,0,54.78,484,7.59,70860,0.66,64.69
6,2024,19,6,17.3,12.62,9.2,0,1,928017,57.5,4.82,1.97,1,20680,1,72.94,157,6.1,29312,0.87,61.21
2,2020,9,2,17.14,9.83,4.59,3,0,273564,59.8,4.44,8.74,0,31556,0,84.72,4124,5.14,32620,0.52,60.62
1,2022,11,1,12.2,8.6,6.84,2,0,234086,55.72,3.62,4.08,3,41473,0,61.05,3516,9.59,30201,0.75,36.22
0,2024,14,2,13.9,0.89,5.91,1,1,711135,87.63,2.81,8.3,2,4355,0,81.58,4137,8.1,35122,0.65,34.51
4,2021,11,4,7.81,14.14,1.08,3,2,567282,64.23,3.24,7.47,1,42883,0,59.64,585,1.76,52112,0.77,26.16
1,2021,6,7,8.57,1.01,5.14,2,2,617897,95.8,1.44,5.32,3,6797,0,53.58,3878,0.86,62656,0.46,24.79
2,2020,19,8,19.24,1.41,0.45,0,0,728781,68.56,3.73,9.34,2,26712,0,78.33,78,3.59,3842,0.62,64.17
4,2020,2,9,11.32,0.88,1.44,0,0,106395,86.48,3.42,9.51,3,6298,1,67.53,2364,8.21,35824,0.61,25.15
4,2021,14,9,8.21,2.74,5.345,1,1,285768,60.13,1.31,7.98,1,47729,1,67.22,368,2.43,36226,0.68,53.66
1,2020,1,6,12.65,10.2,7.05,2,1,451599,90.49,3.62,3.37,0,48792,0,91.32,3580,4.53,66308,0.65,61.21
4,2024,18,0,10.83,5.59,2.42,2,1,650946,66.83,0.75,5.58,1,27825,1,74.99,3056,8.41,7759,0.73,61.16
3,2021,9,0,13.02,5.27,2.22,1,0,115541,75.05,2.56,9.98,2,18255,1,73.4,4308,0.58,1784,0.88,31.05
5,2022,17,3,8.41,11.25,1.64,0,0,886981,71.19,2,8.93,3,22290.2,0,74.24,172,8.11,70603,0.79,49.48
2,2021,7,2,4.96,2.05,6.18,3,2,9164,61.42,2.5,2.15,1,26341,0,60.09,1564,1.03,72349,0.85,28.19
2,2021,14,2,15,10.18,8.58,2,2,109156,93.22,3.43,5.02,1,41945,1,71.05,1187,2.48,6200,0.83,54.82
7,2021,3,2,3.88,8.26,2.01,1,2,933199,61.14,1.66,5.239527559,3,28761,1,78.43,4514,9.3,24316,0.68,36.39
4,2020,17,3,0.43,9.78,3.05,2,1,225984,77.35,3.9,2.72,0,49209,0,81.51,865,8.95,93644,0.71,77.2
3,2023,18,10,11.67,0.66,8.26,0,0,366415,72.46,2.48,3.77,0,46397,1,71,1794,5.89,79077,0.89,28.22
3,2023,14,8,11.84,1.88,5.43,2,1,56628,91.78,1.41,2.68,1,7503,1,79.14,1834,7.09,24240,0.75,60.36
3,2022,2,2,3.63,9.28,2.13,2,1,305119,90.83,0.76,9.9,3,39441,1,69.4,332,8.03,24505,0.84,50.36
2,2023,5,2,20,5.07,7.06,1,1,573481,72.55,4.26,4.35,1,24661,0,67.93,4423,6.59,14418,0.74,40.67
4,2022,5,0,5.32,2.99,2.83,2,0,124186,91.76,3.39,5.27,0,17808,0,94.36,629,2.98,46901,0.73,22.57
1,2021,12,9,7.12,10.64,4.12,3,0,969955,99.45,4.64,7.79,2,9370,0,81.5,252,9.11,10085,0.61,57.06
4,2022,8,3,11.13,14.23,1.98,3,0,885253,92.66,2.4,4.22,0,13819,0,60.35,2604,3.05,13969,0.53,74.49
4,2024,8,10,9.83,7.015,1.51,0,0,787330,73.72,2.19,7.09,2,15281,1,74.17,4044,8.45,69819,0.84,80.99
5,2024,18,0,17.71,6.88,7.22,2,1,685382,69.49,0.78,6.1,0,9280,1,82.68,1151,9.99,89743,0.42,24.7
2,2020,17,8,4.55,2.97,3.52,0,2,551871,65.06,1.16,8.92,0,22861,0,89.37,298,1.62,5860,0.54,30.38
1,2024,8,3,1.7,10.05,4.76,2,0,794301,93.9,3.37,0.56,1,40811,0,81.24,3850,5.9,65383,0.44,37.46
7,2024,18,5,19.6,6.31,7.73,0,2,690741,87.14,3.19,7.74,0,3722,0,84.06,477,3.2,54856,0.64,63.81
0,2024,18,1,0.12,14.5,8.75,2,1,197102,75.89,4.97,3.56,2,20620,1,94.66,4706,6.69,64341,0.44,38.91
1,2024,3,5,9.43,1.99,5.38,0,0,529175,67.52,2.48,3.81,3,28034,1,78.86,3543,4.68,26928,0.41,52.83
0,2022,3,2,1.06,12.3,5.5,0,1,173987,81.46,3.61,9.89,1,29879,0,89.87,3367,4.13,76800,0.45,25.81
6,2021,0,7,8.06,11.56,6.93,1,1,488775,72.77,3.66,0.78,1,1458,1,84.45,2054,4.86,47699,0.54,81.52
7,2022,14,9,7.25,5.96,2.09,0,2,703485,80.9,0.68,6.1,1,6706,1,54.02,78,2.83,75449,0.83,88.62
1,2022,7,5,8.85,7.28,4.66,2,1,123679,83.28,3.09,9.99,0,30321,0,98.14,1974,5.67,85087,0.66,37.62
6,2021,14,9,15.72,5.59,9.09,1,1,321074,53.21,0.96,2.67,2,4119,0,52.19,3488,1.07,57516,0.43,68.43
5,2023,15,5,10.21,12.6,7.83,3,1,431153,96.28,1.26,3.31,2,1,1,50.99,4804,7.86,90394,0.75,23.43
0,2023,3,5,14.96,5.26,0.44,3,2,353506,62.76,4.19,5.504690265,2,34897,1,53.15,1575,6.49,62328,0.63,41.13
2,2021,13,4,18.89,1.96,1.52,0,2,287041,65.75,2.669806452,1.25,3,21410.5,0,77.27,1675,1.88,28600,0.67,71.38
7,2022,2,1,4.41,10.3,0.67,3,0,242291,64.09,1,6.56,3,33524,0,81.01,3597,8.47,23812,0.51,66.26
6,2020,13,9,7.71,0.56,7,0,2,8508,85.64,1.7,7.06,3,3087,1,65.61,2590,0.46,12377,0.53,66.42
5,2020,5,1,15.19,1.81,0.11,0,1,498707,61.72,2.12,2.47,0,23059,0,86.38,2033,0.26,65766,0.4,53.01
0,2024,1,6,17.66,13.33,5.64,3,2,805202,78.72,4.1,4.76,1,24523,1,95.24,1136,0.48,36288,0.68,62.49
0,2021,0,7,13.76,0.25,9.84,3,1,707693,67.34,0.66,4.99,1,30182,1,93.09,663,8.15,61758,0.67,79.53
2,2023,3,3,12.84,12.88,2.36,2,1,610788,97.96,1.84,3.19,2,13459,0,53.52,4992,5.53,91460,0.53,39.16
3,2024,5,5,3.36,1.43,6.19,2,2,358447,60.31,4.57,8.95,2,24963,0,65.12,3343,9.66,81280,0.88,38.59
3,2023,3,8,9.14,9.38,3.49,2,2,622065,81.29,4.06,8.37,1,14002,0,84.22,2483,0.59,26669,0.74,30.27
0,2021,12,4,19.73,12.42,6.29,1,2,77020,89.55,4.08,3.73,0,45008,0,86.04,2891,4.07,23421,0.65,32.03
6,2021,17,1,18.2,13.11,6.3,0,0,738755,89.08,4.73,1.12,2,43292,0,81.11,3507,5.41,9009,0.62,81.43
5,2024,17,2,2.75,9.72,8.45,1,2,912042,50.61,0.63,3.66,2,18938,1,65.37,135,0.91,54712,0.68,53.59
2,2022,11,8,0.72,7.08,8.25,1,0,783655,62.75,3.57,6.27,2,44017,1,64.51,470,0.11,38585,0.55,39.05
5,2021,14,8,9.95,5.53,5.67,2,0,434175,77.33,3.1,3.2,2,41087,0,58.13,4169,5.94,95659,0.68,72.11
3,2021,18,2,0.34,1.01,1.15,1,2,114709,89.54,4.21,5.16,0,26618,0,62.76,1241,5.19,55837,0.74,55.84236111
7,2024,18,6,2.91,10.37,8.49,2,1,456632,62.48,0.83,7.99,0,419,1,66.82,3922,8.65,53126,0.89,59.88
3,2023,4,10,19.51,8.67,2.86,1,2,919141,80.01,2.52,1.78,1,8217,1,71.12,1566,4.88,84537,0.52,34.04
4,2024,2,6,14.16,3.95,5.25,1,1,878173,84.34,4.34,4.11,1,19967,1,52.17,1606,5.81,84467,0.58,34.14
7,2022,1,8,11.02,4.15,1.7,3,0,396461,54.47,2.84,9.04,1,29036,1,64.72,698,8.51,7326,0.89,71.8
1,2020,1,8,19.92,11.15,2.67,2,0,931600,94.13,4.27,9,0,7909,1,57.84,664,7.12,27679,0.55,61.35
3,2023,17,7,15.84,13.45,2.62,1,1,935268,80.87,0.86,8.67,3,8407,0,69.7,46,1.06,19559,0.79,68.6
7,2020,8,0,4.77,3.46,3.49,1,0,376469,78.81,3.4,8.56,1,31923,1,50.66,3569,5.46,97891,0.58,120
3,2023,5,9,17.98,8.02,6.78,1,2,168990,87.03,3.57,4.06,2,32985,1,89.51,882,8.6,99183,0.66,83.58
0,2024,7,8,7.58,12.57,4.24,3,1,892210,52.23,3.41,1.01,0,9578,0,55.29,4805,3.3,86110,0.87,55.87
2,2024,10,0,19.89,13.58,8.04,0,1,197858,79.17,4.68,1.9,2,49117,1,72.37,3399,5.59,23588,0.45,83.1
1,2020,13,1,8.47,8.44,3.41,3,0,263480,59.52,4.68,7.66,1,13907,0,85.21,4412,5.8,61904,0.47,89.89
5,2021,7,10,6.22,13.14,0.84,0,2,163481,53.5,1.57,5.87,1,1,1,87.23,161,6.23,71881,0.72,39.62
5,2021,9,1,16.54,12.44,2.41,2,2,695072,84.21,4.46,6.93,2,35638,1,76.62,3768,2.04,30144,0.63,34.75
1,2023,0,4,3.52,6.98,5.18,1,0,875297,64.09,1.9,6.74,1,25320,1,50.57,4865,6.63,59923,0.52,37.3
3,2024,15,7,4.94,7.81,6.9,1,1,159239,78.9,4.28,9.04,0,19360.83333,0,51,1973,1.86,4271,0.47,55.85488372
6,2023,11,10,13.13,5.23,7.81,0,1,317739,92.36,4.63,5.176,3,49154,0,64.51,3584,0.38,19016,0.53,69.77
3,2022,7,7,4.22,6.17,9.84,1,2,163696,74.79517493,4.87,7.44,0,46462,1,89.54,4470,4.07,78214,0.57,67.28
4,2020,14,7,13.69,2.54,9.18,3,0,216015,93.54,1.45,4.07,3,1653,0,88.23,2576,0.25,76784,0.57,83.58
4,2021,8,10,15.95,0.67,6.01,1,0,350575,86.93,4.82,5.47,1,23414,1,92.46,3991,0.46,79868,0.52,49.43
2,2021,9,8,0.51,11.32,3.04,0,1,134167,86.83,4.9,2.1,2,39989,1,61.18,2363,0.48,37689,0.52,72.77
4,2021,18,9,17.02,9.69,1.18,3,1,859593,95,4.65,1.81,3,11434,0,79.48,4951,2.4,52874,0.73,25.93
7,2024,18,9,4.41,14.24,2.22,0,0,598073,57.09,2.61,3.86,3,8208,0,74.74,1802,9.67,75474,0.81,79.68
7,2023,15,8,10.83,6.76,2.32,3,1,83379,79.08,2.73,4.93,0,38193,1,57.48,3150,0.39,6655,0.63,87.81
7,2021,7,0,4.1,4.78,6.5,2,2,323184,90.08,4.19,6.04,3,31405,1,82.65,3168,9.32,78241,0.42,53.88
3,2021,18,8,0.25,13.25,2.31,0,0,981441,55.02,2.03,7.32,2,25652,1,95.65,4815,1.27,21265,0.61,67.42
3,2021,3,8,2.67,4.52,8.15,1,1,288809,78.8,1.2,5.68,0,28433,1,96.75,3228,7.32,97396,0.67,80.72
7,2022,19,7,5.63,4.35,3.5,3,2,622378,66.36,1.65,1.96,2,23088,1,77.64,2539,0.39,49518,0.75,25.66
4,2024,1,7,12.71,6.37,2.93,3,2,270761,96.61,2.97,3.05,2,5340,1,89.29,1098,1.95,95446,0.7,77.79
7,2021,10,10,14.23,3,6.22,0,2,500485,86.07,1.08,7.3,1,17961,1,97.17,4391,5.44,6187,0.4,77.75
7,2022,5,2,16.81,2.43,0.88,2,0,78187,62.39,2.74,5.813267974,3,4734,0,61.99,1155,6.04,89050,0.51,68.49
6,2022,18,5,9.31,14.59,6.8,0,2,233990,96.71,3.32,3.29,0,18841,0,64.3,4433,2.18,89494,0.47,69.68
0,2020,17,3,5.51,7.29,9.19,1,1,665662,78.09,2.55,9.08,1,42245,0,64.72,3621,0.98,2128,0.75,53.65
4,2024,15,7,9.48,9.57,3.27,2,0,795183,65.55,2.703103448,2.75,3,9961,0,59.33,1494,3.19,86468,0.57,38.25
2,2020,14,1,3.26,9.86,8.9,3,1,25771,56.68,4.13,1.81,0,24218,0,56.91,3616,6.31,62579,0.41,47.65
6,2023,7,0,5.275,1.9,4.35,3,2,838936,58.1,4.22,1.8,3,49238,1,93.14,664,5.68,50132,0.84,39.84
4,2020,19,5,7.22,12.34,0.2,2,2,609459,52.72,1.2,0.81,3,23751,0,75.84,3166,3.3,62519,0.46,83.12
4,2024,13,10,3.86,2.87,3.41,2,1,656913,92.12,2.82,8.9,1,43860,1,53.27,3122,2.92,39919,0.41,86.01
6,2021,4,8,0.65,14.2,2.48,2,0,674030,63.59,4.43,3.13,2,8818,1,95.54,4489,4.87,2142,0.71,49.89
6,2020,16,1,2.93,4.51,3.41,1,1,862748,51,3.49,8.04,0,5394,1,51.06,4945,7.55,23111,0.59,46.22
4,2020,14,10,17.92,8.64,9.46,2,1,580581,82.31,3.37,6.42,0,42272,0,63.53,4806,2.82,45653,0.83,29.64
2,2020,10,4,12.19,3.79,1.89,3,0,410719,51.02,1.79,7.58,2,6144,0,92.24,3835,8.39,62623,0.49,49.18
0,2023,5,10,19.25,7.92,3.15,1,1,795195,93.86,3.03,1.43,1,1977,0,77.1,3754,9.96,83810,0.86,50.6
0,2024,7,0,14.97,10.76,4.52,0,1,688146,87.39,3.56,8.31,1,44702,0,55.23,2342,5.15,67889,0.9,79.25
0,2023,5,0,12.72,14.57,9.85,2,0,970457,75.65,0.89,1.09,3,49531,1,92.49,3354,4.56,81967,0.64,44.94
1,2024,14,9,19.1,10.31,7.84,1,0,642877,96.7,2.792615385,7.96,3,44828,0,85.46,3786,3.77,19427,0.58,60.87
2,2020,1,2,2.39,13.34,1.14,3,1,589053,73.89,1.24,7.94,0,12669.33333,1,94.57,3174,6.96,64225,0.83,50.78
0,2020,7,7,17.46,3.16,7.09,0,0,990422,64.22,3.89,1.28,0,31890,0,85.72,2987,4.38,19433,0.87,21.2
6,2023,6,3,3.55,11.15,1.53,1,0,386859,63.09,3.02,8.58,2,17150,1,98.61,1601,5.68,83638,0.46,43.27
2,2020,9,6,16.53,3.15,7.56,0,0,96950,84.91,4.24,5.34,1,24012,1,65.05,3030,1.52,57147,0.52,63.6
4,2021,14,7,15.8,6.22,8.88,3,1,790654,66.94,2.53,0.55,2,33475,0,76.43,1096,8.03,38767,0.71,50.09
3,2023,0,5,15.56,9.32,9.4,1,1,736498,71.19,1.08,6.91,1,4405,0,95.52,989,1.78,98632,0.64,51.32
3,2020,13,10,1.29,13,0.88,2,1,65341,62.64,4.69,5.1,2,32287,0,61.8,491,8.52,66047,0.51,22.09
4,2022,11,1,0.15,12.25,1.06,0,2,201969,93.05,4.47,0.8,2,39338,1,61.42,561,3.28,35505,0.59,69.58
5,2024,16,1,17.4,7.87,5.09,3,1,888980,88.62,2.8,6.04,3,2043,0,53.72,3533,9.67,1659,0.9,34.42
3,2022,2,7,8.13,6.43,3.8,2,0,536915,79.02,1.26,2,1,8563,1,98.43,4120,4.9,4398,0.62,75.16
6,2023,13,1,16.77,3.73,7.52,1,2,64796,65.1,4.67,1.05,0,43067,1,60.3,2020,0.83,56318,0.88,68.7
0,2024,14,8,15.06,10.82,3.41,0,2,764250,75.33,1.1,1.71,0,22345,1,92.09,4861,5.75,44125,0.76,70.91
0,2023,1,5,19.25,0.59,1.68,1,1,448091,50.42,4.54,1.17,2,43879,0,93.68,4348,7.97,52419,0.5,79.71
0,2023,19,9,9.345,10.28,7.02,0,0,416724,79.47,3.7,5.504690265,3,12017,0,88.34,1600,6.8,57175,0.6,32.86
3,2023,11,7,4.71,8.54,4.44,2,1,366309,59.35,1.44,7.16,0,37408,1,94.74,2192,4.01,14476,0.65,35.11
3,2024,17,3,14.5,7.7,0.57,2,1,978948,61.63,3.92,9.83,2,15078,0,64.54,2742,9.71,509523.1992,0.83,43.93
0,2021,19,3,18.07,2.39,6.45,3,1,568418,66.37,2.62,6.58,1,37449,1,57.12,2485,5.08,75251,0.63,40.92
4,2022,13,10,7.91,11.46,4.69,3,0,313521,69.21,4.03,2.08,1,34079,1,97.2,571,5.76,92289,0.61,57.25
2,2020,15,6,1.13,0.86,4.82,3,0,969216,51.93,4.07,4.38,0,4510,0,59.47,2095,1.25,79220,0.48,32.75
7,2022,3,10,3.92,3.71,3.25,3,2,678626,92.55,1.5,6.79,3,31688,1,52.09,3191,0.8,79433,0.85,80.12
2,2022,13,10,6.08,0.94,2.06,0,0,604898,58.78,1.6,6.03,2,8655,1,56.24,3950,9.59,38984,0.6,26.47
1,2021,5,10,8.06,0.29,5.2,3,0,389264,86.05,2.67,9.39,3,7737,0,93.53,1785,9.65,75484,0.49,86.55
7,2021,15,7,5.28,6.51,7.98,2,2,479854,91.69,4.2,3.35,1,35361,1,77.14,4808,5.04,66810,0.46,66.84
5,2024,4,10,19.7,12.55,7.58,2,2,946273,84.55,3.55,5.7,1,49614,1,57.88,1152,5.01,1688,0.84,62.04
7,2022,3,5,1.1,0.52,9.26,1,2,340518,82.4,1.95,7.76,3,42604,0,59.46,364,4.78,50044,0.73,68.24
7,2024,12,7,8.07,6.78,9.34,0,2,716629,94.01,3.99,3.72,1,11402,1,97.54,2579,1.09,4628,0.59,49.16
5,2022,4,6,14.8,2.74,6.93,2,0,897026,86.18,2.67,7.15,1,49007,1,52.24,2740,2.19,51230,0.75,89.72
5,2024,10,2,14.62,13.55,7.99,2,2,246032,84.73,3.99,4.23,2,40203,0,53.95,1160,8.59,2371,0.44,30.69
4,2022,11,8,10.57,4.37,1.38,3,1,735828,50.66,4.8,0.98,1,8213,1,91.31,1209,7.49,62622,0.65,41.43
6,2020,5,0,3.99,3.92,1.21,2,1,3533,99.43,3.31,5.49,0,29823,0,51.07,179,5.32,65341,0.79,45.67
6,2020,4,10,6.52,4.64,2.62,3,2,709990,74.90659733,1.24,4.15,2,17301,1,65.47,4859,0.42,71639,0.55,53.09
5,2020,18,5,9.27,11.93,1.66,1,2,349325,60.06,2.09,7.57,3,39970,0,65.99,3466,8.12,30309,0.84,81.09
5,2023,9,10,11.19,8.01,3.97,1,0,965779,78.63,4.53,3.81,1,31371,0,96.7,3522,9.91,52012,0.41,52.97
7,2020,9,2,10.15,6.48,2.16,0,2,744436,53.24,1.62,2.06,2,32521,0,96.63,191,2.69,63903,0.86,61.84
5,2024,11,7,2.64,14.58,0.34,3,2,687405,62.01,0.99,6.99,1,48606,0,94.8,74,0.62,22559,0.89,65.86
4,2024,19,4,16.89,7.44,8.9,0,1,635698,52.45,1.23,9.4,3,40905,0,60.73,3934,8.88,87335,0.56,38.44
7,2023,10,0,15.81,5.28,1.29,1,1,284394,78.23,2.24,5.07,2,15774,1,88.8,3631,4.65,56365,0.47,24.49
3,2024,7,8,15.8,5.98,9.63,1,2,583029,54.22,3.16,8.6,3,34837,1,93.41,2575,6.96,54145,0.78,74.17
3,2022,11,7,10.01,2.71,8.56,3,1,103622,97.2,2.44,7.6,2,18454,1,58.62,1481,9.12,93378,0.61,57.69
1,2021,7,7,16.33,9.92,1.69,3,1,92578,86.72,2.71,9.11,3,1243,0,56.78,3484,2.55,88735,0.69,51.56
2,2024,19,4,16.26,11.32,4.96,3,2,351853,94.52,1.74,5.16,2,36662,0,50.83,284,7.12,31010,0.48,59.04
6,2024,6,4,16.51,9.25,2.8,0,2,901557,61.91,4.02,6.55,2,2881,0,53.77,3219,8.97,42185,0.88,55.49
7,2024,8,8,7.53,8.16,2.2,3,0,387432,79.58,2.13,5.51,0,17654,0,67.74,3443,3.59,55116,0.41,72.23
5,2021,4,10,0.62,1.26,0.6,3,0,147717,75.02386018,3.34,0.96,1,11913,0,91.8,3095,3.89,42176,0.42,36.34
1,2022,5,8,18.3,4.4,5.78,0,2,439289,65.14,2.16,0.82,2,13042,0,93.53,3467,7.54,77199,0.85,56.46
5,2021,12,5,6.28,8.485,4.71,0,0,759951,99.11,1.86,6.91,3,43981,0,94.33,1672,5.88,75038,0.55,76.04
7,2023,8,3,11.58,0.41,0.99,2,0,26803,62.18,3.51,0.92,1,14683,0,59.29,2919,7.24,24823,0.59,49.11
2,2024,1,10,1.79,9.53,7.71,2,0,609341,93.88,0.81,2.29,2,23956,0,91.97,2895,2.17,97103,0.62,84.6
2,2022,10,6,7.39,7.38,2.28,0,0,558487,82.55,4.34,1.61,3,15526,0,66.79,1968,6.8,74866,0.64,49.49
6,2023,9,3,4.11,7.2,2.7,3,0,905207,67.2,1.78,3.06,2,3101,0,75.43,1293,7.9,43881,0.51,39.32
6,2023,17,6,19.2,8.43,8.81,3,0,568287,59.11,4.44,2.74,2,44325,1,93.3,4907,6.73,94752,0.65,40.36
2,2021,16,5,0.93,8.19,2.58,2,2,962782,55.76,1.63,8.02,2,13049,1,90.71,3866,3.11,40749,0.42,73.06
3,2022,12,5,19.52,9.16,4.77,3,1,558362,63.97,4.85,3.39,3,6131,1,71.8,3830,9.53,76201,0.74,60.32
2,2021,3,6,7.22,11.84,0.42,3,1,696589,59.55,1.25,6.63,0,21897,1,85.44,3777,3.69,74109,0.75,35.1
0,2023,16,1,8.59,12.77,7.27,2,2,899422,64.24,0.78,9.14,1,26894,0,92.97,4867,9.9,66543,0.52,49.9
6,2022,8,4,3.73,2.47,1.94,2,1,63056,79.96,4.8,6.77,1,28367,0,97.63,955,5.9,66210,0.7,87.35
3,2023,9,4,13.55,2.5,3.96,3,0,314882,59.67,3.51,6.42,3,29944,0,65.26,3643,5.34,61093,0.88,77.37
0,2020,3,0,0.49,8.55,6.02,2,0,110320,52.77,2.76,6.91,2,29499,1,86.75,1666,8,61996,0.47,40.46
0,2020,6,10,18.98,13.96,3.11,0,2,269046,56.51,4.59,6.81,0,42139,1,69.66,200,7.12,12603,0.49,40.19
3,2023,18,2,14.76,12.08,2.22,0,2,208281,60.78,4.07,5.92,2,28820,0,50.26,417,8.57,19883,0.89,25.48
7,2023,16,9,19.05,10.33,6.67,3,1,898432,76.92,4.72,3.02,3,35743,0,88.87,688,2.53,31896,0.82,29.47
6,2020,9,2,15.58,4.54,5.97,1,0,325860,52.87,0.76,6.88,1,36503,0,62.91,976,8.3,37891,0.81,35.97
0,2022,6,2,5.27,9.83,5.48,3,2,907051,55.87,2.84,2.88,2,44199,1,86.52,48,1.9,13009,0.88,20.12
4,2024,0,3,6.23,2.42,7.74,1,1,312022,74.87,2.14,3.72,2,15705,0,82.81,3248,6.14,91668,0.52,36.82
7,2020,10,0,16.35,6.79,5.22,3,2,210329,58.07,2.31,2.96,3,19947,0,60.83,3404,1.75,62596,0.77,53.93
2,2021,8,10,1.39,13.39,5.65,0,1,869055,72.09,1,7.62,1,43041,0,84.48,3433,8.85,18988,0.73,32.84
3,2024,12,2,5.92,1.22,7.64,0,1,108714,74.15,2.38,7.56,0,36657,0,58.07,2166,0.71,2334,0.76,75.92
0,2024,19,8,12.62,10.19,1.47,1,2,744951,89.51,3.12,3.92,0,39043,1,53.73,3297,8.42,79709,0.51,76.4
2,2021,3,3,7.2,12.81,2.85,2,1,150361,56.53,0.8,9.11,2,16122,0,73.34,1050,4.64,60326,0.71,70.26
2,2021,17,2,19.92,6.94,8.7,2,0,40908,82.19,1.93,3.7,1,4303,0,73.56,410,0.21,83625,0.42,51.38
1,2023,2,1,2.02,7.77,4.2,2,1,647091,78.6,2.75,5.78,1,32567,1,72.79,1869,0.76,2617,0.78,73.92
0,2020,9,8,1.27,1.7,2.64,0,1,575454,62.59,4.5,4.07,3,12766,0,79.14,970,9.46,81868,0.83,40.33
1,2024,18,1,8.8,0.19,2.29,2,2,323531,65.41,0.79,3.92,0,32676,1,69.65,1413,9.58,33198,0.56,27.97
4,2024,8,3,0.37,13.77,1.52,3,1,935808,69.17,2.37,2.62,1,39319,1,93.72,4673,9.14,99555,0.43,84.71
3,2024,19,8,9.71,6.89,4.32,0,2,442318,61.28,2.97,6.06,2,29145,0,69.31,1334,0.21,21898,0.54,72.21
1,2024,3,5,19.25,12.35,7.79,3,2,881036,61.67,3.18,5.76,1,15149,0,82.78,2724,9.97,5255,0.69,28.68
3,2022,19,0,16.52,7.16,8.41,1,2,616333,58.46,0.93,3.9,2,13764,0,89.46,2006,4.06,56932,0.87,69.53
4,2023,16,5,2.37,2.33,8.19,1,2,111730,73.43,2.12,2.22,2,4987,0,95.38,4788,5.61,43936,0.46,28.01
7,2021,0,10,0.5,14.58,9.86,1,2,331403,68.67,2.97,2.1,1,5734,1,56.4,4412,1.56,69025,0.82,50.7
0,2021,14,2,0.74,4.86,1.61,1,0,256822,80.78,3.2,4.8,1,5817,1,84.04,2434,0.65,58225,0.7,27.93
1,2023,6,8,3.65,12.16,6.56,1,2,701835,90.74,3.08,8.56,3,25810,0,85.97,2989,4.93,94746,0.89,55.68
0,2023,3,0,13.35,7.14,3.8,3,0,537277,81.27,4.25,7.57,1,9146,1,86.03,1855,3.47,94653,0.67,22.05
4,2021,13,2,1.15,14.04,9.23,0,1,281081,56.58,2.78,9.02,2,46255,0,74.53,4784,7.63,22668,0.83,83.08
0,2024,0,7,3.19,10.35,0.62,2,2,210376,64.27,2.02,2.44,1,43229,1,74.37,1080,4.53,33067,0.67,64.9
0,2024,17,6,18.15,1.98,4.85,0,1,326528,91.53,3.38,8.61,2,38965,0,70.72,2050,2.25,65678,0.49,71.12
1,2023,19,8,4.17,12.09,3.75,2,1,940510,75.84,2.96,8.53,2,25885,1,58.95,4947,0.25,70170,0.89,78.43
1,2023,10,10,10.45,3.79,5.03,0,2,801126,77.07,1.44,6.82,2,33456,0,75.53,2526,6.2,6099,0.44,77.9
6,2021,5,7,2.92,3.1,9.69,0,0,602109,91.67,2.48,2.5,3,10214,1,86.08,2417,1.4,28969,0.81,53.19
3,2023,8,4,8.32,14.41,2.78,3,2,674663,70.71,3.68,6.59,0,3616,0,63.55,1828,1.25,67226,0.78,85.71
2,2020,9,8,16.73,7.025,9.02,3,0,342797,85.89,2.665725806,2.25,3,11683,0,63.97,3152,0.58,60311,0.61,39.47
6,2022,7,4,12.83,14.59,7.97,0,0,728363,84.5,2.84,1.2,0,15512,0,87.84,2546,5.97,10799,0.56,69.52
3,2022,19,4,17.66,1.9,0.44,2,2,908360,56.12,1.92,2.26,0,924,0,53.03,413,8.74,12186,0.42,45.85
0,2024,12,0,6.49,13.68,6.46,0,1,227051,58.5,3.97,4.44,3,22650,1,96.61,3466,4.5,5554,0.61,42.32
3,2024,19,6,15.23,3.05,9.84,0,2,752053,80.06,4.73,2.99,2,46627,1,74.14,544,1.94,86037,0.53,64.76
