"country","disease_name","disease_category","age_group","gender","treatment_type","availability_of_vaccines_treatment","year","prevalence_rate","incidence_rate","mortality_rate","population_affected","healthcare_access","doctors_per_1000","hospital_beds_per_1000","average_treatment_cost_usd","recovery_rate","dal_ys","improvement_in_5_years","per_capita_income_usd","education_index","urbanization_rate"
"Russia","Zika","Cardiovascular","Senior","Female","Vaccination","Yes",2021,2.79,6.76,5.06,344692,62.96,2.9,4.69,11871,56.06,313,6.92,61249,0.81,52.54
"China","Leprosy","Genetic","Child","Female","Surgery","Yes",2023,1.99,1.41,6.29,549208,79.31,1.05,0.94,16163,82.14,4535,9.34,71823,0.89,57.34
"Argentina","Malaria","Autoimmune","Child","Other","Surgery","No",2020,9.55,5.3,4.26,802933,98.39,0.6,7.44,43988,70.17,2315,6.5,86414,0.8,26.52
"India","Parkinson's Disease","Autoimmune","Young Adult","Female","Vaccination","No",2021,11.03,9.34,6.21,753721,97.64,3.1,1.82,14803,57.64,2941,0.82,2148,0.43,47.28
"Russia","Cholera","Respiratory","Child","Other","Medication","Yes",2024,3.94,2.45,0.37,796431,92.79,2.99,2.76,9531,88.47,357,3.83,40854,0.47,63.52
"Nigeria","Ebola","Infectious","Young Adult","Male","Medication","No",2024,11.98,9.84,1.21,214775,85.46,3.79,3.36,38270,60.88,1873,7.16,94320,0.86,52.18
"USA","Diabetes","Chronic","Senior","Female","Surgery","Yes",2023,6.41,0.17,3.13,561216,68.94,1.59,9.88,40434,56.43,691,6.22,34850,0.86,79.89
"USA","Cholera","Autoimmune","Child","Other","Surgery","No",2021,14.48,13.24,6.72,263880,79.21,3.42,9.62,32570,88.26,4752,6.6,6239,0.46,30.29
"South Africa","Asthma","Genetic","Young Adult","Other","Therapy","Yes",2024,10.66,7.65,0.95,966589,55.01,4.03,5.78,18478,78.22,2210,8.05,98542,0.86,68.06
"Argentina","Ebola","Bacterial","Child","Female","Medication","Yes",2020,6.24,7.6,7.32,832675,54.28,3.89,0.75,4959,89,2523,0.93,99025,NA,28.51
"India","Hypertension","Autoimmune","Senior","Female","Medication","No",2022,1.38,14.51,9.82,484555,87.03,4.67,4.17,20447,60.99,4064,3.59,45448,0.81,45.97
"Nigeria","Ebola","Neurological","Young Adult","Male","Therapy","No",2020,6.77,6.9,5.54,889166,83.3,1.92,7.49,5179,76.44,3317,6.15,60373,0.6,44.82
"China","Hypertension","Viral","Child","Other","Vaccination","No",2022,1.89,4.72,7.58,37217,76.68,3.91,2.88,27209,50.81,1838,5.92,99147,0.5,78.51
"Russia","HIV/AIDS","Cardiovascular","Adult","Other","Therapy","No",2022,8.6,6.07,9.14,476046,64.34,1.08,0.5,12311,76.68,1892,5.6,92552,0.47,75.08
"India","Rabies","Respiratory","Young Adult","Male","Vaccination","No",2023,10.59,2.43,8.51,111981,52.45,2.76,7.88,12456,68.11,392,5.02,46561,0.54,83.59
"Russia","Leprosy","Viral","Adult","Male","Vaccination","No",2021,4.86,11.95,9.42,446982,63.17,0.53,4.2,37481,63.32,155,5.51,36044,0.85,74.17
"UK","Diabetes","Viral","Adult","Female","Therapy","No",2023,5.06,3.29,6.47,474512,66.88,1.51,0.66,32141,60.57,4686,1.88,69818,0.42,84.81
"Argentina","Asthma","Chronic","Young Adult","Other","Medication","No",2024,18.25,14.63,6.09,885404,51.12,4.23,1.35,11353,50.06,2674,9.33,46735,0.6,55.48
"USA","Parkinson's Disease","Neurological","Senior","Male","Vaccination","Yes",2020,3.42,7.28,3.85,958229,91.85,2.06,3.75,36002,93.65,3820,7.88,58953,0.52,20.32
"India","Hepatitis","Genetic","Adult","Male","Therapy","No",2021,18.14,14.71,9.96,303599,63.2,3.02,3.76,36387,51.66,2355,1.95,92950,0.41,55.97
"USA","Rabies","Infectious","Child","Female","Medication","Yes",2022,19.12,13.99,9.52,68365,85.15,2.88,4.46,23429,95.84,2628,1.57,64669,0.61,29.19
"China","Tuberculosis","Genetic","Senior","Male","Medication","Yes",2024,4.54,11.31,2.49,241608,58.02,4.94,4.09,1723,67.24,1136,5.49,17439,0.8,41.03
"Argentina","Hepatitis","Genetic","Senior","Female","Medication","No",2023,12.35,11.9,7.32,746451,89.42,3.06,2.91,1961,57.79,445,3.6,10035,0.72,64.75
"South Africa","Dengue","Cardiovascular","Adult","Female","Vaccination","Yes",2023,18.78,0.26,4.35,584243,51.62,3.95,3.15,38834,65,4410,3.71,57660,0.87,85.54
"USA","Dengue","Genetic","Adult","Male","Vaccination","No",2022,5.26,11.21,1.17,511634,94.88,3.74,1.39,10367,78.12,3619,3.67,1960,0.85,41.75
"China","Dengue","Chronic","Young Adult","Male","Therapy","No",2023,14.88,2.38,1.07,18815,60.95,4.51,6.69,26824,69.31,4134,1.44,39126,0.69,21.91
"India","Hepatitis","Parasitic","Young Adult","Female","Surgery","Yes",2020,10.42,5.2,7.18,122702,65.48,4.46,7.83,44119,75.18,1151,3.58,96314,0.75,31.33
"India","HIV/AIDS","Genetic","Senior","Other","Vaccination","No",2024,1.12,4.66,8.08,662888,95.12,1.96,4.02,32182,81.06,435,7.21,42497,0.52,41.16
"India","COVID-19","Infectious","Adult","Male","Medication","No",2020,3.39,14.17,1.25,581519,74.61,3.22,5.11,43434,73.18,2953,8.12,43694,0.88,62.57
"Argentina","HIV/AIDS","Neurological","Adult","Female","Vaccination","Yes",2022,10.88,0.12,2.09,268711,60.03,2.33,1.3,29951,96.44,2022,7.05,38824,0.44,72.92
"Nigeria","Hypertension","Respiratory","Adult","Other","Vaccination","Yes",2022,6.62,1.27,4.44,804662,85.29,1.26,3.45,29903,67.63,32,1.42,60059,0.71,64.44
"India","Zika","Bacterial","Adult","Male","Medication","No",2020,3.82,1.56,9.96,613349,86,0.71,7.26,31674,94.05,3177,6.43,9529,0.66,47.15
"Argentina","Polio","Cardiovascular","Child","Other","Medication","Yes",2020,10.95,3.48,5.71,966831,56.6,3.3,3.45,47212,57.05,4251,8,10061,0.41,44.92
"India","Cholera","Genetic","Senior","Male","Surgery","Yes",2020,2.99,9.93,8.49,96776,81.19,4.91,1.29,30650,67.8,3914,5.66,3273,0.69,50.86
"South Africa","Alzheimer's Disease","Metabolic","Adult","Male","Medication","No",2021,15.27,4.9,0.91,509097,61.13,3.94,8.69,8111,82.97,3917,8.65,35846,0.86,30.64
"Nigeria","Alzheimer's Disease","Bacterial","Senior","Female","Surgery","No",2022,1.59,6.23,5.02,190649,81.43,4.82,1.19,49370,55.57,303,2.96,77447,0.74,62.64
"Nigeria","Parkinson's Disease","Autoimmune","Senior","Female","Surgery","Yes",2020,16.49,13,8.69,162451,77.87,1.82,9.91,45859,67.26,3718,7.43,66334,0.82,69.74
"Argentina","Diabetes","Viral","Senior","Female","Medication","Yes",2023,3.93,14.11,2.25,567350,64.25,3.56,7.1,29782,86.96,735,7.25,49213,0.59,73.27
"Argentina","Diabetes","Autoimmune","Adult","Female","Vaccination","Yes",2023,13.73,7.74,3.46,668259,71.09,3.66,3.66,26528,77.33,388,8.96,32235,0.7,34.03
"India","Zika","Genetic","Young Adult","Male","Surgery","No",2021,3.75,6.6,9.54,445020,96.35,1.31,5.67,29230,70.74,780,4.56,61579,0.63,41.29
"Argentina","Rabies","Bacterial","Child","Female","Surgery","No",2021,2.15,3.13,7.71,55827,57.75,1.68,4.07,28761,75.06,704,1.22,2267,0.8,20.74
"Nigeria","Cancer","Viral","Adult","Female","Surgery","Yes",2021,13.57,14.1,2.03,758980,92.18,3.47,5.14,13651,50.87,1815,2.89,42651,0.9,21.09
"South Africa","Diabetes","Metabolic","Senior","Other","Medication","Yes",2024,5.6,7.34,5.09,303275,54.25,1.61,4.45,29097,92.11,677,9.49,38739,0.5,69.3
"India","Asthma","Chronic","Adult","Other","Vaccination","No",2023,8.03,1.42,5.91,461648,94.92,2.18,9.77,40225,68.47,300,4.92,6063,0.51,28.8
"South Africa","Zika","Viral","Child","Female","Surgery","Yes",2021,0.8,9.12,5.31,1291,80.48,4.96,7.26,36527,87.36,1541,4.8,66467,0.86,41.06
"UK","Measles","Viral","Senior","Other","Therapy","Yes",2024,4.4,14.77,6.59,682561,56.16,2.62,6.78,27580,78.23,1474,6.57,5543,0.43,65.68
"Nigeria","Leprosy","Neurological","Child","Female","Surgery","Yes",2023,10.59,2.94,1.42,514807,85.44,0.96,3.43,20534,80.9,506,5,NA,0.75,50.54
"Argentina","Cholera","Metabolic","Senior","Female","Medication","Yes",2021,17.47,3.12,0.35,728950,99.66,1.46,3.6,2814,74.52,4352,5.46,70399,0.64,63.67
"Russia","Tuberculosis","Autoimmune","Adult","Female","Therapy","No",2021,0.85,7.2,1.22,173928,93.47,2.5,1.59,1194,94.75,2760,5.32,22594,0.88,58.76
"Nigeria","Hepatitis","Metabolic","Senior","Male","Medication","No",2024,5.46,4.67,9.77,262069,68.78,2.84,8.94,508,94.49,4856,7.84,54993,0.73,68.48
"Nigeria","Rabies","Bacterial","Young Adult","Female","Surgery","No",2020,19,1.71,5.41,938860,55.54,1.12,0.8,25004,92.67,1897,3.32,54880,0.55,49.89
"China","Rabies","Chronic","Adult","Other","Vaccination","No",2020,3.94,3.2,1.85,762019,60.96,0.58,7.16,6418,91.82,2363,0.97,43859,0.77,43.48
"China","Zika","Bacterial","Child","Other","Medication","Yes",2022,18.91,3.22,4.85,27619,84.09,4.15,8,27079,65.83,4192,7.97,16179,0.73,80.2
"Argentina","HIV/AIDS","Genetic","Senior","Female","Medication","Yes",2021,10.35,6.99,9.95,48026,54.07,4.91,2.29,17411,95.01,1204,2.08,76841,0.65,23.8
"China","Ebola","Respiratory","Young Adult","Male","Therapy","Yes",2020,0.39,5.03,6.18,247681,97.23,4.99,7.3,20513,51.12,4238,1.16,25093,0.41,22.83
"India","Polio","Infectious","Child","Male","Surgery","No",2020,9.11,4.14,0.45,714625,97.6,3.43,3.97,9490,66.24,1915,5.88,96668,0.77,55.1
"UK","Ebola","Chronic","Senior","Other","Medication","Yes",2024,12.93,9.54,1.72,346551,56.04,3.56,2.29,5951,57.97,3718,4.25,58728,0.56,64.62
"China","Hepatitis","Genetic","Adult","Female","Vaccination","Yes",2024,13.03,7.2,8.39,878253,61.36,4.28,1.3,20874,54.56,3077,4.3,94024,0.86,25.52
"China","COVID-19","Genetic","Senior","Other","Vaccination","No",2022,2.9,8.85,7.7,297730,69.35,2.29,4.76,4865,74.21,219,1.99,7643,0.61,59.68
"Argentina","Polio","Chronic","Child","Female","Therapy","Yes",2023,15.06,7.36,6.57,287550,60.03,4.32,8.92,23496,66.1,1505,3.71,62620,0.57,49.22
"South Africa","Hypertension","Neurological","Young Adult","Other","Vaccination","Yes",2023,3.31,8.22,8.25,79977,94.87,3.37,6.86,2237,74.89,4564,0.55,1196,0.53,26.25
"UK","Alzheimer's Disease","Cardiovascular","Adult","Other","Surgery","No",2022,13.19,10.59,2.98,888806,76.16,2.36,8.04,21537,81,3708,0.91,70354,0.64,54.99
"UK","Tuberculosis","Genetic","Child","Male","Medication","No",2024,6.8,11.59,9.41,969377,91.41,3.13,0.64,34322,85.21,2859,6.91,46752,0.58,56.73
"South Africa","Asthma","Chronic","Adult","Other","Therapy","Yes",2024,10.29,9.74,5.96,89801,93.16,3.01,3.78,36783,62.09,4829,0.42,3808,0.56,85.67
"USA","Polio","Viral","Adult","Other","Vaccination","No",2020,3.03,3.57,1.7,84187,71.78,2.4,2.3,32395,75.39,1176,4.42,99665,0.54,82.24
"Nigeria","Asthma","Autoimmune","Child","Female","Surgery","Yes",2020,13.43,12.09,9.08,806882,88.45,3.69,7.12,25419,80.98,2310,4,31428,0.42,55.57
"Nigeria","HIV/AIDS","Chronic","Adult","Female","Medication","No",2023,5.65,3.42,0.3,946289,83.51,3.15,6.06,43566,80.67,1354,9.3,33859,0.78,28.24
"UK","Asthma","Viral","Senior","Female","Medication","Yes",2022,5.19,2.29,0.45,54412,85.58,3.39,2.55,14755,84.73,2711,4.95,40953,0.84,21.82
"USA","Zika","Cardiovascular","Adult","Other","Surgery","Yes",2021,2.72,8.71,3.1,896332,99.44,3.06,8.78,48609,84.18,2022,5.34,43458,0.5,64.78
"Nigeria","Tuberculosis","Genetic","Child","Female","Vaccination","No",2022,11.33,0.78,0.67,508941,61.82,2.38,8.33,24504,97.57,4603,2.89,81314,0.43,51.07
"UK","Ebola","Parasitic","Young Adult","Other","Therapy","Yes",2022,2.58,1.42,2.79,929248,76.66,1.56,4.8,42036,83.39,1707,7.46,66306,0.85,27.46
"China","Cholera","Viral","Senior","Female","Medication","No",2020,4.41,13.81,5.52,533306,81.71,3.06,5.34,16927,58.35,3646,8.88,73552,0.61,45.59
"China","Tuberculosis","Respiratory","Young Adult","Male","Medication","No",2024,18.85,12,2.53,795358,95.96,1.59,9.83,22844,56.04,38,9.97,65415,0.72,85.05
"South Africa","Diabetes","Chronic","Adult","Female","Surgery","No",2024,19.64,7.18,6.54,988736,75.02,1.18,7.68,32171,86.22,3038,2.77,22286,0.84,85.24
"South Africa","Alzheimer's Disease","Neurological","Adult","Other","Surgery","No",2024,12.71,8.28,4.44,53447,80.44,2.1,3.37,14822,82.86,3010,9.72,52618,0.7,75.79
"UK","Ebola","Metabolic","Young Adult","Female","Surgery","Yes",2024,6.31,7.41,5.18,777447,80.75,1.62,7.66,10117,65.25,1594,2.45,36850,0.77,34.3
"China","HIV/AIDS","Respiratory","Child","Male","Therapy","No",2023,6.2,10.33,7.69,154928,58.79,0.79,4.76,34172,88.1,670,9.59,31365,0.78,52.02
"USA","Measles","Genetic","Child","Other","Vaccination","No",2023,4.58,8.23,8.41,744409,96.79,2.39,8.49,14800,81.08,1999,4.3,58563,0.49,37.08
"China","HIV/AIDS","Autoimmune","Child","Other","Therapy","No",2021,0.44,11.57,9.13,364909,56.22,3.82,1.18,45409,58.89,4126,4.62,2850,0.61,89.53
"UK","Cholera","Chronic","Adult","Other","Medication","Yes",2022,4.39,7.06,6.54,526441,96.47,3.35,5.36,42168,52.58,1057,7.79,12188,0.89,60.65
"Argentina","Cholera","Neurological","Adult","Other","Surgery","No",2021,8.37,6.47,8.03,479123,58.39,3.38,8.51,10769,81.16,76,1.05,81522,0.59,55.43
"Russia","Diabetes","Bacterial","Child","Other","Therapy","No",2020,11.2,5.3,7.65,286420,52.55,4.15,5.27,36080,64.82,3282,2.88,19939,0.67,75.69
"USA","Hypertension","Autoimmune","Adult","Other","Medication","No",2023,6.65,14.83,8.34,554359,68.24,0.89,2.78,21904,67.16,4467,0.41,66771,0.69,59.54
"UK","Tuberculosis","Viral","Young Adult","Other","Vaccination","Yes",2020,4.13,0.2,5.78,613159,53.43,4.8,7.86,28231,74.37,1248,7.81,23142,0.86,36.67
"USA","Parkinson's Disease","Chronic","Young Adult","Other","Medication","No",2023,7.84,12.05,0.36,537643,66.68,3.29,1.97,35379,89.89,3409,3.96,27994,0.88,53.25
"UK","Hepatitis","Bacterial","Child","Male","Surgery","Yes",2023,13.34,8.92,7.63,624398,63.86,2.33,6.43,46340,98.68,1090,1.93,82654,0.77,58.61
"Nigeria","Polio","Neurological","Senior","Male","Medication","No",2022,18.68,12.74,5.76,586521,67.48,2.39,1.87,36105,56.78,4438,7.97,32795,0.6,52.42
"Argentina","Cholera","Viral","Senior","Female","Medication","Yes",2023,3.24,8.71,0.8,632820,71.96,2.89,9.91,31184,84.45,2121,6.46,45440,0.53,42.87
"China","Alzheimer's Disease","Respiratory","Senior","Male","Medication","Yes",2022,0.28,12.7,9.98,6719,86.23,4.6,5.26,14182,82.58,563,0.5,34079,0.52,45.21
"South Africa","Asthma","Genetic","Child","Male","Surgery","No",2023,7.46,1.61,4.49,646303,93.32,3.7,2.53,8413,88.56,478,3.22,17512,0.67,54.18
"China","Asthma","Infectious","Young Adult","Other","Therapy","Yes",2021,14.63,3.16,4.78,231157,97.4,1.31,7.35,10437,66.57,1683,2.21,18278,0.52,83.67
"Nigeria","Polio","Parasitic","Young Adult","Other","Surgery","No",2021,15.87,11.44,3.24,293424,74.12,2.09,2.72,18020,64.93,194,0.34,20579,0.55,87.81
"Argentina","Tuberculosis","Genetic","Adult","Male","Medication","Yes",2021,17.75,11.52,5.42,969044,60.55,3.97,9.65,22692,84.36,330,4.16,73128,0.71,68.15
"Nigeria","Rabies","Viral","Adult","Male","Surgery","No",2022,8.68,13.85,4.29,949024,71.56,1.65,5.64,36919,65.7,1576,5.88,31104,0.44,67.85
"India","Diabetes","Neurological","Senior","Female","Medication","Yes",2023,15.06,10.48,8.66,685093,86.93,3.02,6.39,7033,87.44,2882,3.82,50682,0.78,35.78
"USA","Rabies","Respiratory","Senior","Male","Therapy","No",2024,8.68,3.78,9.29,400398,96.5,2.91,7.11,35388.8,74.12,4056,4.8,32081,0.77,56.38
"South Africa","Polio","Chronic","Senior","Other","Medication","Yes",2022,19.95,10.7,9.62,800045,65.83,2.78,7.66,28077,76.26,1854,3.29,61257,0.49,69.32
"India","Hepatitis","Viral","Senior","Other","Therapy","Yes",2024,0.72,6.65,7.53,952267,81.21,3.28,8.68,19066,72.8,3887,5.63,90520,0.59,30.17
"Nigeria","Leprosy","Cardiovascular","Child","Male","Therapy","No",2020,1.49,10.05,8.14,867279,94.22,4.58,3.51,14321,67.34,353,8.52,67488,0.83,58.09
"India","Cholera","Bacterial","Senior","Female","Vaccination","No",2024,5.15,5.22,3.8,50926,92.97,2.9,3.74,46103,62.6,530,3.88,76339,0.63,27.78
"USA","Asthma","Viral","Young Adult","Female","Medication","Yes",2021,5.27,7.32,8.74,768162,94.44,2.14,9.39,16164,50.03,2084,3.03,28031,0.62,43.54
"USA","Leprosy","Bacterial","Senior","Other","Therapy","Yes",2023,14.27,13.17,8.05,73558,69.63,4.81,7.46,42391,61.76,731,1.97,21681,0.62,64.2
"USA","Dengue","Bacterial","Young Adult","Female","Medication","No",2020,5.75,12.82,2.4,958856,87.15,3.03,1.08,699,96.53,3513,1.27,75004,0.53,28.85
"South Africa","HIV/AIDS","Viral","Child","Female","Medication","Yes",2020,10.63,9.34,5.38,980922,69.37,4.32,7.57,14129,74.26,4530,5.99,68374,0.72,89.24
"China","Cholera","Chronic","Adult","Male","Medication","No",2023,8,13.3,3.24,472108,79.4,1.35,2.03,13695,80.99,2054,7.05,7683,0.77,79.98
"China","Rabies","Cardiovascular","Senior","Other","Therapy","No",2020,16.92,11.16,0.85,203720,69.29,1.1,1.15,28633,92.26,2842,2.67,45719,0.53,52.33
"India","Parkinson's Disease","Bacterial","Adult","Male","Surgery","No",2024,6.35,3.14,1.67,452026,54.05,4.25,5.77,26018,87.7,1304,5.78,65914,0.73,25.49
"Russia","Parkinson's Disease","Infectious","Adult","Male","Surgery","No",2021,9.74,2.5,6.43,237439,96.5,1.53,3.64,42557,65.6,3677,8.51,40747,0.89,48.81
"India","Hepatitis","Chronic","Young Adult","Female","Medication","Yes",2020,19.49,5.57,2.23,845106,52.58,4.45,9.96,9275,94.75,788,5.53,79549,0.42,75.45
"UK","COVID-19","Cardiovascular","Young Adult","Female","Therapy","No",2020,18.86,12.45,2.31,714028,95.43,2.19,4.23,3042,52.38,2376,1.86,94149,0.88,32.11
"Argentina","Rabies","Neurological","Child","Other","Therapy","No",2022,0.31,13.35,9.55,293071,92.74,3.48,1.99,19861,76.16,3069,6.09,39105,0.7,69.08
"Argentina","Zika","Respiratory","Senior","Female","Vaccination","No",2023,4.86,5.08,8.04,968339,81.52,2.77,7.9,6020,74.65,3628,7.96,38318,0.65,25.48
"Nigeria","Tuberculosis","Genetic","Senior","Female","Surgery","Yes",2023,11.07,1.15,2.42,721366,59.08,4.03,1.85,48857,68.9,3106,4.11,85164,0.6,86.86
"Nigeria","Cholera","Neurological","Young Adult","Other","Therapy","Yes",2024,14.85,2.89,3.71,553395,84.17,0.67,8.58,8333,81.97,1596,5.29,63544,0.8,53.76
"South Africa","Asthma","Viral","Young Adult","Other","Vaccination","Yes",2020,6.16,1.52,0.83,901250,64.87,2.44,6.86,19045,72.44,3771,7.07,85200,0.75,74.38
"USA","Cancer","Chronic","Child","Male","Therapy","Yes",2021,9.65,9.97,9.96,206738,70.72,0.74,3.03,11764,50.36,1340,3.84,34366,0.68,120
"India","Alzheimer's Disease","Viral","Child","Male","Surgery","Yes",2020,19.55,13.67,8.91,577038,79.78,2.84,8.37,44147,75.51,3416,2.7,74804,0.69,24.6
"South Africa","HIV/AIDS","Infectious","Senior","Other","Medication","Yes",2024,7.53,0.44,3.6,593892,54.24,4,9.78,46776,74.31,1939,9.45,84545,0.89,54.84
"China","Cancer","Bacterial","Young Adult","Male","Vaccination","Yes",2023,4.35,12.65,3.12,307271,86.92,1.34,1.18,12345,80.51,4002,7.79,58939,0.55,80.21
"India","Leprosy","Neurological","Child","Female","Medication","Yes",2021,5.13,9.14,4.07,448049,67,2.85,2.68,30566,82.2,4262,1.37,83944,0.71,85.95
"South Africa","Measles","Autoimmune","Young Adult","Female","Therapy","Yes",2020,11.72,13.15,3.42,32261,78.01,1.88,1.94,45373,92.71,2425,8.99,81960,0.49,29.76
"USA","Influenza","Autoimmune","Child","Male","Vaccination","Yes",2024,17.3,5.59,6.83,163606,60.88,4.13,0.52,43303,93.41,2825,4.39,46443,0.76,25.46
"India","Measles","Bacterial","Young Adult","Female","Vaccination","No",2020,3.42,1.64,6.24,475742,77.27,1.45,5.38,3753,73.69,2006,7.3,47244,0.76,35.09
"Nigeria","Dengue","Genetic","Child","Other","Surgery","No",2021,13.7,4.71,0.49,551299,73.86,0.72,3.86,2083,81.77,2847,1.75,41479,0.87,53.48
"China","Rabies","Respiratory","Young Adult","Male","Surgery","Yes",2022,3.16,5.72,1.25,339777,96.73,2.37,2.72,10209,73.04,4699,5.09,29331,0.76,80.89
"South Africa","Influenza","Neurological","Senior","Female","Medication","No",2021,3.17,2.88,5.08,29097,72.78,2.41,9.33,17949,84.02,3929,4.72,69814,0.41,43.72
"Nigeria","Rabies","Chronic","Senior","Female","Therapy","Yes",2022,14.75,1.93,7.71,228481,82.71,1.54,9.61,3697,84.01,503,7.85,33634,0.61,37.78
"USA","Hepatitis","Neurological","Senior","Female","Surgery","No",2024,1.99,12.98,7.79,224457,99.68,1.55,6.06,45263,70.65,2111,6.13,41406,0.41,34.5
"Argentina","Polio","Neurological","Adult","Female","Vaccination","Yes",2020,9.76,9.27,7.49,610755,85.27,2.34,1.91,49549,83.65,2396,3.26,25958,0.82,77.41
"USA","COVID-19","Infectious","Senior","Female","Surgery","Yes",2022,4.38,13.04,7.4,824843,75.02,1.23,5.68,22742,73.68,177,8.46,56833,0.77,77.09
"Nigeria","Measles","Autoimmune","Adult","Male","Vaccination","No",2022,3.21,5.78,5.84,385045,92.55,4.56,8.55,4108,63.33,1774,5.5,86672,0.73,30.1
"Nigeria","Influenza","Neurological","Adult","Other","Vaccination","No",2020,14.32,8.58,7.44,302633,99.89,4.14,0.8,4977,93.15,636,0.46,45899,0.87,59.67
"India","Malaria","Autoimmune","Child","Female","Medication","Yes",2021,2.52,3.56,1.74,280022,74.51,4.04,2.78,16719,97.61,3997,3.4,41176,0.57,40.68
"China","COVID-19","Metabolic","Child","Other","Surgery","No",2020,10.33,11.72,4.66,425624,88.99,3.02,7.72,26228,93.07,4773,2.95,17026,0.47,85.12
"South Africa","Diabetes","Chronic","Young Adult","Female","Vaccination","Yes",2020,4,6.2,8.88,266661,88.72,3.3,9.69,29569,88.79,2095,2.29,58754,0.48,85.68
"UK","Alzheimer's Disease","Infectious","Adult","Male","Medication","No",2024,5.6,0.98,5.49,350121,80.97,2.25,0.52,12441,79.41,3182,7.71,51455,0.85,43.53
"Russia","Parkinson's Disease","Autoimmune","Child","Male","Therapy","Yes",2020,11.03,11.27,4.95,30127,50.86,4.92,9.41,13523,92.95,3106,7.28,25851,0.88,64.91
"South Africa","Alzheimer's Disease","Chronic","Adult","Male","Vaccination","Yes",2023,17.64,2.72,4.91,961749,67.08,4.4,3.6,31394,51.44,3964,6.48,67741,0.84,23.33
"Russia","Polio","Bacterial","Child","Male","Surgery","No",2022,8.28,13.98,8.17,173916,95.66,2.86,9.65,22927,86.97,2205,4.51,36498,0.79,30.12
"USA","Zika","Autoimmune","Child","Other","Surgery","Yes",2023,13.33,9.42,1.25,55768,77.93,3.78,5.18,36055,63.42,2478,3.62,4855,0.76,48.57
"Nigeria","Leprosy","Cardiovascular","Child","Male","Medication","No",2020,18.02,8.85,1.78,970395,74.24,3.15,2.94,1469,77.42,620,7.84,7682,0.68,76.51
"South Africa","Tuberculosis","Autoimmune","Senior","Other","Surgery","No",2021,13.7,0.28,5.32,802491,61.78,2.43,0.91,49825,75.03,3901,4.39,58928,0.76,58.19
"Argentina","Tuberculosis","Respiratory","Senior","Male","Medication","No",2024,0.38,11.53,5.38,863178,97.88,4.42,3.3,41778,66.62,3787,7.81,89926,0.66,47.08
