Country,Year,Disease Name,Disease Category,Prevalence Rate (%),Incidence Rate (%),Mortality Rate (%),Age Group,Gender,Population Affected,Healthcare Access (%),Doctors per 1000,Hospital Beds per 1000,Treatment Type,Average Treatment Cost (USD),Availability of Vaccines/Treatment,Recovery Rate (%),DALYs,Improvement in 5 Years (%),Per Capita Income (USD),Education Index,Urbanization Rate (%)
China,2024,Tuberculosis,Respiratory,18.85,12.0,2.53,19-35,Male,795358,95.96,1.59,9.83,Medication,22844.0,No,56.04,38,9.97,65415.0,0.72,85.05
South Africa,2024,Diabetes,Chronic,19.64,7.18,6.54,36-60,Female,988736,,1.18,7.68,Surgery,32171.0,No,86.22,3038,2.77,22286.0,0.84,85.24
South Africa,2024,Alzheimer's Disease,Neurological,12.71,8.28,4.44,36-60,Other,53447,80.44,2.1,3.37,Surgery,14822.0,No,82.86,3010,9.72,52618.0,0.7,75.79
UK,2024,Ebola,Metabolic,6.31,7.41,5.18,19-35,Female,777447,80.75,1.62,7.66,Surgery,10117.0,Yes,65.25,1594,2.45,36850.0,0.77,34.3
China,2023,HIV/AIDS,Respiratory,6.2,10.33,7.69,0-18,Male,154928,58.79,0.79,4.76,Therapy,34172.0,No,88.1,670,9.59,31365.0,0.78,52.02
USA,2023,Measles,Genetic,4.58,8.23,8.41,0-18,Other,744409,96.79,2.39,8.49,Vaccination,14800.0,No,81.08,1999,4.3,58563.0,0.49,37.08
China,2021,HIV/AIDS,Autoimmune,0.44,11.57,9.13,0-18,Other,364909,56.22,3.82,1.18,Therapy,45409.0,No,58.89,4126,4.62,2850.0,0.61,89.53
UK,2022,Cholera,Chronic,4.39,7.06,6.54,36-60,Other,526441,96.47,3.35,5.36,Medication,42168.0,Yes,52.58,1057,7.79,12188.0,0.89,60.65
Argentina,2021,Cholera,Neurological,8.37,6.47,8.03,36-60,Other,479123,58.39,3.38,8.51,Surgery,10769.0,No,81.16,76,1.05,81522.0,0.59,55.43
Russia,2020,Diabetes,Bacterial,11.2,5.3,7.65,0-18,Other,286420,52.55,4.15,5.27,Therapy,36080.0,No,64.82,3282,2.88,19939.0,0.67,75.69
USA,2023,Hypertension,Autoimmune,6.65,14.83,8.34,36-60,Other,554359,68.24,0.89,2.78,Medication,21904.0,No,67.16,4467,0.41,66771.0,0.69,59.54
UK,2020,Tuberculosis,Viral,4.13,0.2,5.78,19-35,Other,613159,53.43,4.8,7.86,Vaccination,28231.0,Yes,74.37,1248,7.81,23142.0,0.86,36.67
USA,2023,Parkinson's Disease,Chronic,7.84,12.05,0.36,19-35,Other,537643,66.68,3.29,1.97,Medication,35379.0,No,89.89,3409,3.96,27994.0,0.88,53.25
UK,2023,Hepatitis,Bacterial,13.34,8.92,7.63,0-18,Male,624398,63.86,2.33,6.43,Surgery,46340.0,Yes,98.68,1090,1.93,82654.0,0.77,58.61
Nigeria,2022,Polio,Neurological,18.68,12.74,,61+,Male,586521,67.48,2.39,1.87,Medication,36105.0,No,56.78,4438,7.97,32795.0,0.6,52.42
Argentina,2023,Cholera,Viral,3.24,8.71,0.8,61+,Female,632820,71.96,2.89,9.91,Medication,31184.0,Yes,84.45,2121,6.46,45440.0,0.53,42.87
China,2022,Alzheimer's Disease,Respiratory,0.28,12.7,9.98,61+,Male,6719,86.23,4.6,5.26,Medication,14182.0,Yes,82.58,563,0.5,34079.0,0.52,45.21
South Africa,2023,Asthma,Genetic,7.46,1.61,4.49,0-18,Male,646303,93.32,3.7,2.53,Surgery,8413.0,No,88.56,478,3.22,17512.0,0.67,54.18
China,2021,Asthma,Infectious,14.63,3.16,4.78,19-35,Other,231157,97.4,1.31,7.35,Therapy,10437.0,Yes,66.57,1683,2.21,18278.0,0.52,83.67
Nigeria,2021,Polio,Parasitic,15.87,11.44,3.24,19-35,Other,293424,74.12,2.09,2.72,Surgery,18020.0,No,64.93,194,0.34,20579.0,0.55,87.81
Argentina,2021,Tuberculosis,Genetic,17.75,11.52,5.42,36-60,Male,969044,60.55,3.97,9.65,Medication,22692.0,Yes,84.36,330,4.16,73128.0,0.71,68.15
Nigeria,2022,Rabies,Viral,8.68,13.85,4.29,36-60,Male,949024,71.56,1.65,5.64,Surgery,36919.0,No,65.7,1576,5.88,31104.0,0.44,67.85
India,2023,Diabetes,Neurological,15.06,10.48,8.66,61+,Female,685093,86.93,3.02,6.39,Medication,7033.0,Yes,87.44,2882,3.82,50682.0,0.78,35.78
USA,2024,Rabies,Respiratory,8.68,3.78,9.29,61+,Male,400398,96.5,2.91,7.11,Therapy,,No,74.12,4056,4.8,32081.0,0.77,56.38
South Africa,2022,Polio,Chronic,19.95,10.7,9.62,61+,Other,800045,65.83,2.78,7.66,Medication,28077.0,Yes,76.26,1854,3.29,61257.0,0.49,69.32
India,2024,Hepatitis,Viral,0.72,6.65,7.53,61+,Other,952267,81.21,3.28,8.68,Therapy,19066.0,Yes,72.8,3887,5.63,90520.0,0.59,30.17
Nigeria,2020,Leprosy,Cardiovascular,1.49,10.05,8.14,0-18,Male,867279,94.22,4.58,3.51,Therapy,14321.0,No,67.34,353,8.52,67488.0,0.83,
India,2024,Cholera,Bacterial,5.15,5.22,3.8,61+,,50926,92.97,2.9,3.74,Vaccination,46103.0,No,62.6,530,3.88,76339.0,0.63,27.78
USA,2021,Asthma,Viral,5.27,7.32,8.74,19-35,Female,768162,94.44,2.14,9.39,Medication,16164.0,Yes,50.03,2084,3.03,28031.0,0.62,43.54
USA,2023,Leprosy,Bacterial,14.27,13.17,8.05,61+,Other,73558,69.63,4.81,7.46,Therapy,42391.0,Yes,61.76,731,1.97,21681.0,0.62,64.2
USA,2020,Dengue,Bacterial,5.75,12.82,2.4,19-35,Female,958856,87.15,3.03,1.08,Medication,699.0,No,96.53,3513,1.27,75004.0,0.53,28.85
South Africa,2020,HIV/AIDS,Viral,10.63,9.34,5.38,0-18,Female,980922,69.37,4.32,7.57,Medication,14129.0,Yes,74.26,4530,5.99,68374.0,0.72,89.24
China,2023,Cholera,Chronic,8.0,13.3,3.24,36-60,Male,472108,79.4,1.35,2.03,Medication,13695.0,No,80.99,2054,7.05,7683.0,0.77,79.98
China,2020,Rabies,Cardiovascular,16.92,11.16,0.85,61+,Other,203720,69.29,1.1,1.15,Therapy,28633.0,No,92.26,2842,2.67,45719.0,0.53,52.33
India,2024,Parkinson's Disease,Bacterial,6.35,3.14,1.67,36-60,Male,452026,54.05,4.25,5.77,Surgery,26018.0,No,87.7,1304,5.78,65914.0,0.73,25.49
Russia,2021,Parkinson's Disease,Infectious,9.74,2.5,6.43,36-60,Male,237439,96.5,1.53,3.64,Surgery,42557.0,No,65.6,3677,8.51,40747.0,0.89,48.81
India,2020,Hepatitis,Chronic,19.49,5.57,2.23,19-35,Female,845106,52.58,4.45,9.96,Medication,9275.0,Yes,94.75,788,5.53,79549.0,0.42,75.45
UK,2020,COVID-19,Cardiovascular,18.86,12.45,2.31,19-35,Female,714028,95.43,2.19,4.23,Therapy,3042.0,No,52.38,2376,1.86,94149.0,0.88,32.11
Argentina,2022,Rabies,Neurological,0.31,13.35,9.55,0-18,Other,293071,92.74,3.48,1.99,Therapy,19861.0,No,76.16,3069,6.09,39105.0,0.7,69.08
Argentina,2023,Zika,Respiratory,4.86,,8.04,61+,Female,968339,81.52,2.77,7.9,Vaccination,6020.0,No,74.65,3628,7.96,38318.0,0.65,25.48
Nigeria,2023,Tuberculosis,Genetic,11.07,1.15,2.42,61+,Female,721366,59.08,4.03,1.85,Surgery,48857.0,Yes,68.9,3106,4.11,85164.0,0.6,86.86
Nigeria,2024,Cholera,Neurological,14.85,2.89,3.71,19-35,Other,553395,84.17,0.67,8.58,Therapy,8333.0,Yes,81.97,1596,5.29,63544.0,0.8,53.76
South Africa,2020,Asthma,Viral,6.16,1.52,0.83,19-35,Other,901250,64.87,2.44,6.86,Vaccination,19045.0,Yes,72.44,3771,7.07,85200.0,0.75,74.38
USA,2021,Cancer,Chronic,9.65,9.97,9.96,0-18,Male,206738,70.72,0.74,3.03,Therapy,11764.0,Yes,50.36,1340,3.84,34366.0,0.68,120.0
India,2020,Alzheimer's Disease,Viral,19.55,13.67,8.91,0-18,Male,577038,79.78,2.84,8.37,Surgery,44147.0,Yes,75.51,3416,2.7,74804.0,0.69,24.6
South Africa,2024,HIV/AIDS,Infectious,7.53,0.44,3.6,61+,Other,593892,54.24,4.0,9.78,Medication,46776.0,Yes,74.31,1939,9.45,84545.0,0.89,54.84
China,2023,Cancer,Bacterial,4.35,12.65,3.12,19-35,Male,307271,86.92,1.34,1.18,Vaccination,12345.0,Yes,80.51,4002,7.79,58939.0,0.55,80.21
India,2021,Leprosy,Neurological,5.13,9.14,4.07,0-18,Female,448049,67.0,2.85,2.68,Medication,30566.0,Yes,82.2,4262,1.37,83944.0,0.71,85.95
South Africa,2020,Measles,Autoimmune,11.72,13.15,3.42,19-35,Female,32261,78.01,1.88,1.94,Therapy,45373.0,Yes,92.71,2425,8.99,81960.0,0.49,29.76
USA,2024,Influenza,Autoimmune,17.3,5.59,6.83,0-18,Male,163606,60.88,4.13,0.52,Vaccination,43303.0,Yes,93.41,2825,4.39,46443.0,0.76,25.46
India,2020,Measles,Bacterial,3.42,1.64,6.24,19-35,Female,475742,77.27,1.45,5.38,Vaccination,3753.0,No,73.69,2006,7.3,47244.0,0.76,35.09
Nigeria,2021,Dengue,Genetic,13.7,4.71,0.49,0-18,Other,551299,73.86,0.72,3.86,Surgery,2083.0,No,81.77,2847,1.75,41479.0,0.87,53.48
China,2022,Rabies,Respiratory,3.16,5.72,1.25,19-35,Male,339777,96.73,2.37,2.72,Surgery,10209.0,Yes,73.04,4699,5.09,29331.0,0.76,80.89
South Africa,2021,Influenza,,3.17,2.88,5.08,61+,Female,29097,72.78,2.41,9.33,Medication,17949.0,No,84.02,3929,4.72,69814.0,0.41,43.72
Nigeria,2022,Rabies,Chronic,14.75,1.93,7.71,61+,Female,228481,82.71,1.54,9.61,Therapy,3697.0,Yes,84.01,503,7.85,33634.0,0.61,37.78
USA,2024,Hepatitis,Neurological,1.99,12.98,7.79,61+,Female,224457,99.68,1.55,6.06,Surgery,45263.0,No,70.65,2111,6.13,41406.0,0.41,34.5
Argentina,2020,Polio,Neurological,9.76,9.27,7.49,36-60,Female,610755,85.27,2.34,1.91,Vaccination,49549.0,Yes,83.65,2396,3.26,25958.0,0.82,77.41
USA,2022,COVID-19,Infectious,4.38,13.04,7.4,61+,Female,824843,75.02,1.23,5.68,Surgery,22742.0,Yes,73.68,177,8.46,56833.0,0.77,77.09
Nigeria,2022,Measles,Autoimmune,3.21,5.78,5.84,36-60,Male,385045,92.55,4.56,8.55,Vaccination,4108.0,No,63.33,1774,5.5,86672.0,0.73,30.1
Nigeria,2020,Influenza,,14.32,,7.44,36-60,Other,302633,99.89,4.14,0.8,Vaccination,4977.0,No,93.15,636,0.46,45899.0,0.87,59.67
India,2021,Malaria,Autoimmune,2.52,3.56,1.74,0-18,Female,280022,74.51,4.04,2.78,Medication,16719.0,Yes,97.61,3997,3.4,41176.0,0.57,40.68
China,2020,COVID-19,Metabolic,10.33,11.72,4.66,0-18,Other,425624,88.99,3.02,7.72,Surgery,26228.0,No,93.07,4773,2.95,17026.0,0.47,85.12
South Africa,2020,Diabetes,Chronic,4.0,6.2,8.88,19-35,Female,266661,88.72,3.3,9.69,Vaccination,29569.0,Yes,88.79,2095,2.29,58754.0,0.48,85.68
UK,2024,Alzheimer's Disease,Infectious,5.6,0.98,5.49,36-60,Male,350121,80.97,2.25,0.52,Medication,12441.0,No,79.41,3182,7.71,51455.0,0.85,43.53
Russia,2020,Parkinson's Disease,Autoimmune,11.03,11.27,4.95,0-18,Male,30127,50.86,4.92,9.41,Therapy,13523.0,Yes,92.95,3106,7.28,25851.0,0.88,64.91
South Africa,2023,Alzheimer's Disease,Chronic,17.64,2.72,4.91,36-60,Male,961749,67.08,4.4,3.6,Vaccination,31394.0,Yes,51.44,3964,6.48,67741.0,0.84,23.33
Russia,2022,Polio,Bacterial,8.28,13.98,8.17,0-18,Male,173916,95.66,2.86,9.65,Surgery,22927.0,No,86.97,2205,4.51,36498.0,0.79,30.12
USA,2023,Zika,Autoimmune,13.33,9.42,1.25,0-18,Other,55768,77.93,3.78,5.18,Surgery,36055.0,Yes,63.42,2478,3.62,4855.0,0.76,48.57
Nigeria,2020,Leprosy,Cardiovascular,18.02,8.85,1.78,0-18,Male,970395,74.24,3.15,2.94,Medication,1469.0,No,77.42,620,7.84,7682.0,0.68,76.51
South Africa,2021,Tuberculosis,Autoimmune,13.7,0.28,5.32,61+,Other,802491,61.78,2.43,0.91,Surgery,49825.0,No,75.03,3901,4.39,58928.0,0.76,
Argentina,2024,Tuberculosis,Respiratory,0.38,11.53,5.38,61+,Male,863178,97.88,4.42,3.3,Medication,41778.0,No,66.62,3787,7.81,89926.0,0.66,47.08
India,2022,Malaria,Respiratory,3.46,7.98,9.85,61+,Male,531992,97.59,1.99,4.43,Therapy,40453.0,No,67.78,3964,8.25,18382.0,0.81,82.32
China,2024,Malaria,Respiratory,19.07,14.73,5.54,19-35,Female,582896,89.5,2.17,4.85,Vaccination,20099.0,Yes,97.75,1384,0.6,62285.0,0.58,41.02
Nigeria,2022,Measles,Autoimmune,17.07,13.45,3.34,36-60,Male,107982,90.3,2.26,1.77,Vaccination,43808.0,No,98.08,4538,3.2,74086.0,0.83,44.16
South Africa,2022,Rabies,Chronic,7.1,9.1,1.54,0-18,Female,725910,52.15,2.64,5.58,Surgery,30065.0,No,74.14,1318,7.81,82092.0,0.56,23.31
UK,2021,Malaria,Neurological,0.41,8.55,7.43,61+,Female,378543,57.4,3.94,3.49,Vaccination,28529.0,Yes,54.71,2583,4.53,69082.0,0.76,85.04
Nigeria,2024,Alzheimer's Disease,Cardiovascular,7.34,6.19,0.92,36-60,Other,776393,80.65,2.43,2.28,Medication,3459.0,Yes,58.96,2824,9.75,6534.0,0.8,75.78
South Africa,2023,Malaria,Infectious,11.98,4.05,8.33,61+,Other,466405,96.64,1.66,1.57,Surgery,31737.0,No,90.65,888,2.85,3120.0,0.59,83.26
Nigeria,2021,Leprosy,Infectious,7.36,14.7,6.59,36-60,Female,767331,81.81,3.07,5.33,Surgery,7613.0,No,88.04,3375,1.69,78180.0,0.8,48.92
China,2020,Malaria,Autoimmune,11.59,1.2,9.06,61+,Other,482749,79.13,1.95,7.06,Medication,46422.0,No,90.21,659,9.2,53920.0,0.5,56.04
India,2024,Hepatitis,Autoimmune,3.37,10.88,1.39,61+,Other,19555,62.74,3.77,1.15,Medication,39192.0,No,74.32,2065,6.24,93076.0,0.57,23.1
UK,2020,Cancer,Parasitic,9.73,2.04,4.21,36-60,Female,448557,81.59,1.45,1.41,Therapy,30473.0,No,80.18,2208,0.81,95265.0,0.87,50.94
Russia,2024,Malaria,Chronic,9.39,3.04,9.59,61+,Male,93795,66.84,3.11,0.73,Therapy,26911.0,No,90.59,532,0.05,73282.0,0.76,76.75
Russia,2020,Polio,Infectious,9.14,0.82,2.52,36-60,Male,437407,92.09,3.75,6.57,Medication,27743.0,No,52.49,4471,6.86,3646.0,0.63,35.62
Russia,2022,COVID-19,Genetic,5.44,9.41,3.5,36-60,Female,160713,55.09,2.64,3.63,Vaccination,16834.0,Yes,79.66,482,2.77,79702.0,0.84,43.23
UK,2024,Cancer,Cardiovascular,15.8,3.68,6.35,61+,Male,234377,81.17,1.57,5.87,Medication,41133.0,No,52.69,1186,7.46,77138.0,0.55,75.76
India,2023,Cholera,Cardiovascular,15.34,0.69,4.79,19-35,Female,991590,50.22,1.6,4.5,Therapy,42169.0,No,90.3,1493,7.46,72232.0,0.43,76.29
Argentina,2024,Influenza,Infectious,8.45,0.93,3.83,0-18,Female,301638,77.35,0.8,3.48,Medication,28008.0,No,82.87,3755,7.12,19528.0,0.49,22.88
USA,2020,Parkinson's Disease,Respiratory,10.92,4.93,4.54,61+,Male,212516,63.94,0.81,1.55,Surgery,40676.0,Yes,98.28,4446,0.68,77135.0,0.62,30.68
India,2024,Polio,Metabolic,0.32,8.52,5.37,0-18,Female,567097,80.75,1.73,8.38,Vaccination,31664.0,No,76.19,3945,9.12,80993.0,0.84,63.79
Nigeria,2024,Tuberculosis,Chronic,4.51,2.24,2.15,0-18,Female,491284,70.09,3.11,9.24,Medication,49227.0,No,86.76,3578,5.44,93174.0,0.83,82.98
UK,2020,Leprosy,Respiratory,19.68,9.26,3.3,19-35,Female,51753,55.66,3.11,5.0,Medication,43159.0,Yes,61.33,2295,1.6,74231.0,0.63,86.85
South Africa,2021,Polio,Metabolic,8.04,6.06,8.72,19-35,Other,54700,89.84,3.97,9.72,Therapy,4346.0,Yes,97.56,541,7.12,65356.0,0.78,39.57
Russia,2022,Parkinson's Disease,Autoimmune,,,2.8,0-18,Other,873775,94.69,4.58,8.53,Surgery,21633.0,No,54.71,2133,8.83,83015.0,0.56,27.95
South Africa,2022,Hypertension,Parasitic,19.56,14.55,7.41,19-35,Male,554598,70.21,2.83,9.68,Medication,1410.0,No,57.52,870,1.48,54487.0,0.45,29.44
Nigeria,2022,Parkinson's Disease,Respiratory,9.76,13.09,3.3,19-35,Other,702278,56.91,0.78,5.37,Therapy,47188.0,Yes,55.0,728,9.72,99800.0,0.7,35.49
South Africa,2020,Hepatitis,Parasitic,15.65,0.23,5.62,0-18,Female,551299,91.3,4.92,8.23,Therapy,45400.0,Yes,92.58,346,2.05,50695.0,0.67,83.81
China,2024,Influenza,Genetic,19.88,14.99,5.16,61+,Female,509142,86.82,1.15,7.77,Vaccination,40870.0,No,95.6,2324,1.65,4555.0,0.56,79.94
Russia,2023,Parkinson's Disease,Chronic,9.67,13.48,5.39,0-18,Other,417616,54.55,3.25,7.0,Surgery,22702.0,No,52.82,1860,3.92,51125.0,0.43,27.06
Russia,2021,Cancer,Infectious,13.67,9.73,2.81,36-60,Male,151592,92.88,3.98,7.99,Surgery,23035.0,No,77.33,855,6.94,20205.0,0.55,37.02
India,2020,Parkinson's Disease,Parasitic,0.67,,5.48,0-18,Male,985147,80.23,2.21,5.65,Surgery,48177.0,No,88.89,4310,1.93,39453.0,0.81,84.4
China,2021,Parkinson's Disease,Infectious,19.1,10.62,5.29,36-60,Male,867580,51.84,1.97,1.16,Medication,12327.0,Yes,54.82,4709,3.9,48084.0,0.9,43.94
South Africa,2021,Parkinson's Disease,Viral,11.63,2.37,5.05,36-60,Female,996483,,1.31,7.88,Medication,37782.0,No,95.96,1047,1.77,63943.0,0.76,55.89
Nigeria,2022,Hepatitis,Parasitic,15.35,10.53,9.15,36-60,Male,670294,74.83,0.65,,Vaccination,26460.0,Yes,87.14,833,4.29,8171.0,0.63,41.34
UK,2020,Alzheimer's Disease,Autoimmune,17.13,6.47,5.2,19-35,Male,116222,96.7,2.15,9.01,Surgery,24361.0,Yes,92.61,3030,8.66,57635.0,0.61,46.67
India,2020,Hypertension,Respiratory,19.85,8.41,7.34,61+,Other,462492,88.17,1.91,5.58,Medication,8450.0,No,86.83,3293,1.85,27012.0,0.66,39.17
USA,2023,Alzheimer's Disease,Chronic,19.27,6.38,1.22,19-35,Other,492970,85.63,4.34,4.73,Medication,35398.0,No,71.73,3390,2.67,54894.0,0.75,52.49
China,2020,Parkinson's Disease,Chronic,8.79,3.91,4.42,36-60,Male,401877,60.03,4.97,1.15,Medication,,No,71.41,824,9.48,6178.0,0.5,75.34
Nigeria,2020,Cancer,Bacterial,15.8,9.66,2.0,36-60,Female,652526,52.85,2.93,8.25,Medication,44203.0,No,57.55,4533,7.24,86817.0,0.58,74.36
China,2021,Polio,Parasitic,13.51,3.9,9.8,61+,Male,337565,62.44,1.68,6.82,Medication,45490.0,No,59.99,4583,0.63,68027.0,0.73,42.95
USA,2020,Hypertension,Neurological,10.5,11.79,6.95,0-18,Female,955875,78.78,4.59,5.15,Therapy,43417.0,Yes,91.33,1608,1.91,33647.0,0.61,27.02
India,2023,Leprosy,Cardiovascular,18.73,4.21,5.84,0-18,Male,738890,72.48,1.61,8.76,Vaccination,39888.0,No,91.87,2030,0.92,48246.0,0.71,73.32
Argentina,2024,Alzheimer's Disease,Bacterial,2.04,4.08,5.07,61+,Female,882751,70.22,4.05,2.06,Vaccination,23592.0,Yes,56.59,3821,0.95,90242.0,0.81,43.77
Argentina,2022,COVID-19,Viral,10.2,,0.27,36-60,Male,63083,80.73,0.82,5.82,Surgery,26323.0,No,56.08,2724,9.49,17360.0,0.61,72.16
Nigeria,2024,Hepatitis,Genetic,13.9,6.84,0.73,19-35,Other,321111,51.16,4.58,7.91,Medication,8734.0,No,51.98,3303,7.94,15168.0,0.48,50.13
Russia,2023,Zika,Bacterial,7.82,9.1,0.97,19-35,Female,298469,90.21,2.2,3.3,Vaccination,399.0,Yes,77.79,410,3.07,65189.0,0.77,45.42
China,2021,Asthma,Bacterial,0.34,14.2,1.68,0-18,Other,888466,76.62,1.07,5.1,Vaccination,957.0,No,76.88,2494,4.07,85723.0,0.59,81.77
South Africa,2022,Alzheimer's Disease,Chronic,0.87,0.55,1.01,0-18,Male,97100,62.95,4.71,0.51,Vaccination,34330.0,Yes,59.41,3248,7.35,41314.0,0.79,31.49
India,2023,Hepatitis,Respiratory,2.62,12.29,3.52,0-18,Male,190703,66.95,3.44,9.0,Therapy,8629.0,No,84.44,3055,7.55,15047.0,0.61,71.6
India,2021,Influenza,Neurological,11.92,0.78,2.68,36-60,Male,512956,70.8,3.78,7.19,Vaccination,45263.0,No,93.34,2749,7.31,88269.0,0.67,49.77
UK,2020,Asthma,Respiratory,5.49,10.63,9.93,19-35,Male,53905,59.44,2.28,8.79,Surgery,13766.0,No,60.99,946,9.96,9122.0,0.49,60.89
UK,2024,Ebola,Chronic,6.28,1.36,0.56,19-35,Other,238194,75.29,2.02,6.44,Vaccination,38956.0,No,76.17,301,7.75,59246.0,0.41,71.44
Russia,2021,Asthma,Metabolic,1.31,2.15,3.89,36-60,Other,80971,86.27,4.21,9.23,Vaccination,36304.0,Yes,78.27,1010,5.5,76686.0,0.56,54.65
UK,2023,Polio,Genetic,19.58,9.48,6.51,36-60,Female,154089,77.72,1.97,1.79,Medication,27504.0,No,63.5,1404,8.57,51059.0,0.61,63.46
Nigeria,2020,Cholera,Infectious,4.74,14.26,5.19,0-18,Other,533415,56.55,2.47,4.07,Vaccination,1566.0,Yes,67.39,1891,9.4,72515.0,0.87,
India,2023,Malaria,Parasitic,2.24,13.48,2.18,36-60,Other,880544,82.03,2.75,1.0,Vaccination,36183.0,Yes,53.11,3504,4.68,37707.0,0.9,41.53
UK,2023,Influenza,Chronic,0.93,3.39,7.35,19-35,Female,280432,78.36,4.1,2.06,Medication,45652.0,No,61.38,2930,8.05,26999.0,0.7,32.39
USA,2020,Dengue,Chronic,7.08,5.61,7.44,19-35,Male,25308,76.99,4.31,1.66,Vaccination,16278.0,No,97.75,2054,4.01,842.0,0.71,41.24
USA,2022,Hepatitis,Autoimmune,15.74,4.75,3.83,19-35,Male,63156,86.8,1.08,6.28,Therapy,5557.0,No,72.62,4741,2.49,88363.0,0.78,87.2
USA,2022,Cholera,Genetic,13.09,12.28,7.97,36-60,Female,482197,59.38,2.49,7.22,Medication,15266.0,No,86.34,2824,7.91,93768.0,0.86,68.81
USA,2020,Asthma,Neurological,7.27,2.01,8.81,61+,Female,562555,73.18,2.31,1.17,Vaccination,28919.0,Yes,53.9,1477,4.6,60999.0,0.82,23.77
Nigeria,2021,Influenza,Respiratory,4.53,11.02,1.97,36-60,Female,45917,59.56,2.26,9.69,Medication,14149.0,Yes,94.42,3371,6.87,56485.0,0.87,39.53
Russia,2022,Hypertension,Cardiovascular,15.81,,2.02,0-18,Male,394798,86.18,3.88,5.83,Therapy,20518.0,Yes,96.38,1718,6.12,62593.0,0.88,82.57
Nigeria,2020,Hepatitis,Respiratory,16.33,,6.2,0-18,Other,13120,55.4,4.2,5.08,Surgery,19177.0,No,56.42,1296,5.59,28375.0,0.57,71.91
Nigeria,2023,Cholera,Parasitic,10.35,3.67,3.59,36-60,Male,570773,54.18,2.06,6.97,Medication,1334.0,No,59.83,1449,3.42,50675.0,0.53,34.55
China,2024,Asthma,Respiratory,11.36,9.01,6.51,19-35,Other,996876,73.0,3.4,4.05,Medication,47080.0,Yes,69.89,3864,7.7,81085.0,0.67,43.87
Argentina,2020,COVID-19,Respiratory,8.36,10.13,7.57,0-18,Male,336123,59.01,2.11,,Vaccination,30519.0,Yes,83.83,4886,9.9,90268.0,0.81,48.36
UK,2022,Rabies,Genetic,14.36,8.87,8.1,36-60,Male,638750,75.82,2.17,6.78,Surgery,13727.0,No,67.92,475,0.8,26223.0,0.53,43.12
Argentina,2021,Hepatitis,Neurological,12.16,4.39,8.86,61+,Male,642662,74.47,4.3,9.53,Medication,30873.0,No,65.01,1228,0.29,77974.0,0.76,41.46
China,2023,Measles,Metabolic,3.06,10.71,8.12,36-60,Male,835987,,2.79,4.49,Vaccination,7319.0,No,93.8,3689,2.09,49766.0,0.5,81.11
India,2023,Ebola,Parasitic,19.56,11.8,2.92,61+,Male,133954,58.63,0.88,1.36,Vaccination,35537.0,Yes,69.12,851,7.55,23485.0,0.51,67.81
China,2021,Influenza,Parasitic,5.02,9.02,3.51,36-60,Male,244709,56.02,2.51,4.75,Vaccination,18554.0,Yes,88.88,4407,8.56,25180.0,0.8,67.08
South Africa,2022,Malaria,Cardiovascular,15.44,11.72,3.77,61+,Other,746180,70.75,0.88,5.45,Surgery,8486.0,Yes,62.53,855,0.76,35048.0,0.8,79.28
South Africa,2024,Zika,Infectious,2.1,11.54,2.82,0-18,Female,411540,58.14,1.71,7.22,Therapy,25562.0,Yes,64.04,4795,3.01,27814.0,0.56,59.86
Argentina,2020,Malaria,Genetic,3.43,13.49,9.82,61+,Female,974431,92.51,4.23,7.17,Surgery,33317.0,No,67.62,4729,0.51,84528.0,0.58,41.1
UK,2020,Dengue,Bacterial,0.23,4.99,9.42,19-35,Female,576319,89.36,0.82,8.55,Vaccination,39552.0,No,81.04,3999,8.48,76781.0,0.72,46.45
Nigeria,2020,Hypertension,Parasitic,12.08,7.65,7.58,19-35,Female,121822,84.24,2.5,7.53,Surgery,42410.0,No,63.1,2645,1.71,55018.0,0.45,47.95
China,2022,Diabetes,Autoimmune,11.44,14.11,6.91,61+,Other,982469,87.93,1.28,0.93,Therapy,32837.0,Yes,90.01,3454,7.33,1794.0,0.8,61.21
Russia,2020,Malaria,Infectious,2.65,7.51,9.56,0-18,Female,748044,62.48,1.45,8.75,Medication,17987.0,Yes,67.16,4498,0.76,58295.0,0.44,59.93
India,2022,Leprosy,Genetic,8.63,6.03,2.77,61+,Male,738025,,1.85,7.49,Therapy,11647.0,No,75.09,4127,0.55,41583.0,0.64,54.28
USA,2022,HIV/AIDS,Viral,15.04,9.98,5.34,19-35,Female,824170,81.39,3.51,7.92,Vaccination,4466.0,Yes,56.15,2955,9.05,31590.0,0.78,35.95
Nigeria,2024,Leprosy,Neurological,6.0,8.02,6.87,19-35,Other,726258,55.83,3.19,7.46,Medication,40053.0,No,51.53,2852,3.35,9209.0,0.76,89.72
India,2021,Dengue,Respiratory,14.34,9.53,4.83,36-60,Male,502966,79.99,2.02,4.68,Therapy,5101.0,No,81.4,3575,2.51,59837.0,0.8,28.05
China,2022,Zika,Neurological,4.95,9.45,6.46,36-60,Female,853158,54.13,0.87,2.94,Medication,35997.0,Yes,64.19,4810,9.3,75890.0,0.55,67.93
UK,2021,Rabies,Parasitic,3.61,3.86,1.34,0-18,Female,199198,72.68,4.37,7.99,Medication,38641.0,Yes,93.98,312,0.55,69998.0,0.85,77.34
USA,2020,Ebola,Autoimmune,4.18,14.67,4.59,61+,Other,265703,89.39,4.85,5.96,Medication,17038.0,Yes,78.85,3083,7.73,46021.0,0.76,33.95
